	m46	s402150	s9450	s62160	s62172	s9586	s15949	s401978	s401612	s19507	s402124	s62162	s402120	s15825	m9	s62170	m3	m22	m11	s39314	s401614	m1	s401646	s12903	s401956	s62166	s62156	s15981	s401632	s62174	s401618	m31	s402122	s62152	s15827	s9466	s7863	s401616	s39326	m6	s62134	s7857	s19481	m38	s401660	s62164	m2	m19	s19594	s401996	m14	s62168	m13	s401622	s401650	s15997	m34	s39300	m5	s39352	s402112	s401620	m45	s401634	s402116	s402006	m32	m26	s401972	s401654	s401954	m28	m12	s16001	m25	s12438	m7	m21	m17	s15965	s19505	s401656	s62120	s402118	m40	s62150	m4	s62158	s401652	m10	s62128	s19501	m33	m8	m23	m27	m16	s12884	m41	m18	s401964	m43	m20	m37	s15947	s15987	m36	m29	m35	m24	m42	s19511	s138530	m15	s401974	m44	s12428	s12430	s12614	s62154	s19509	m39
s401632	2.823985172753727	1.868875145239427	3.671933592498574	4.104559105008146	2.250688549491314	3.579000391573685	3.4277405297072354	3.0411803162463005	0.9788422649277966	1.0093675968453006	1.0194855047833258	1.4730282678514632	1.559180732096728	0.4713344423249466	1.8790677074608804	2.8304367261338204	1.929046958103314	2.436586241082826	1.6251192839777424	2.7336709492563367	1.3649632347936635	2.447312346822972	1.4741511124937143	4.9892878567274455	0.8726357681790722	0.8630321547962129	2.5837016626606295	1.0536587782845634	0.0	0.2589925743669429	1.5082731607714597	1.9866713294064327	2.2718461596411537	1.585434927443461	1.7888109931862006	1.7961803703749497	1.5415404727428779	1.6677729614896224	0.9068428451099942	2.276105907152627	2.790519724546049	1.343861131029464	1.9238838716459885	2.172235678054358	1.8986585375745844	1.9707373225411948	2.552908640282749	1.262358516195865	1.9543631464018107	1.639831486712894	0.6881841957750989	0.49013415332045657	2.2490005160159026	1.9155069601472565	1.5952083696904316	2.109012960160511	3.1889829871418143	1.4034934416274094	2.38829355909088	1.8929913781735495	1.4669651726093356	1.0529192112676142	2.7857489132168203	1.3141521019717919	1.431159637200847	1.403746577358884	2.4777799945903216	1.817889881132223	1.769346714568574	1.2944197415950902	1.3289950827146257	3.4335106790298044	1.5501506800441978	1.326169084918152	2.184685948294558	1.4874987850375498	2.8227334157679103	1.7778858684830676	1.195991418709696	1.5997904053400767	1.8600978156653531	0.827095379181795	1.2524389767093467	1.134537424999799	2.7016475777752107	2.360263648814044	1.2596223041778984	0.382510208569462	1.5060456975546916	1.9173137589246019	2.4724922731865244	1.6446950432956966	2.088021636381593	3.6010000432542015	1.4643532153688321	2.088718316394163	1.5829323375031308	1.731537693392742	0.7020508193668314	1.096845313310199	1.6369266476713373	1.5817740782008183	2.367522734830638	2.982792357145095	2.069083256683277	1.8615032473544675	1.3768133529172293	2.2027289956964555	0.9228306209675025	1.5962698837171732	1.3815326201577147	1.747958409635694	1.0358707274886656	1.0942931113145333	1.628813354911989	1.271290476112663	1.456974985962341	1.5914605835197861	1.7977264052116992	1.5731318963958119	1.3815326201577147	1.381532620157715
s62174	2.943527309103448	1.8092225056415088	3.8432534791360005	3.9545555939545043	2.094349352798996	3.766670067039163	3.637775718805384	3.2520966386534496	1.1976615030246627	1.2426626334116144	0.7708245604372789	1.4342323944448454	1.8133209949139593	0.7110555018331493	2.029575093263817	3.0385170302841487	1.7581114694456539	2.649304298915031	1.5653510666969501	2.643958716514099	1.5786767571459908	2.4346226510408258	1.6859383788363946	5.175651303403941	1.08728637381876	1.1200784617662243	2.4504608206971703	1.2969654368104067	0.2589925743669429	0.0	1.7214579965246757	2.1377769996235694	2.243472157389202	1.774235218086104	2.036752661924693	1.996207257849189	1.777874302808822	1.8825462241033393	0.7446023053740849	2.501421021273309	3.0323262346633157	1.5824632700123498	2.150527405559891	2.3710767454703863	1.8860483010133688	2.194972959812538	2.537937165344993	1.463510100369223	2.173022175162468	1.7628221673293143	0.6941884228301066	0.7356488038127629	2.4438124530051226	1.97654661792791	1.8023801858370943	2.344052309106838	3.349731814769068	1.6353334706079206	2.396621897210017	2.0175170991342357	1.7027268769555683	1.110983635573564	2.8952370372261567	1.4867840124088396	1.5825427354053532	1.6370539046591435	2.5413995490968535	2.029352077771728	2.0140500017098875	1.5026472769145822	1.5701876002111523	3.618368178294338	1.786507570199494	1.3749195180247549	2.0671090214785552	1.6798841200658878	2.9938047544248945	1.7357614234070133	1.3840390178537645	1.7290265529035447	2.0450520451882723	0.9131042859172326	1.4884510496354533	1.3843131009462764	2.9085550715011275	2.4512503943171633	1.3807729775046969	0.5589672379154385	1.599836181638213	2.1484427343005774	2.692430154954846	1.844857860535063	2.323535597010939	3.824177783293856	1.5188841877890404	2.2315482395920987	1.7890216062482918	1.9828999730165409	0.5872117024932973	1.2865310657337674	1.8792740616713117	1.838796891265815	2.5541101527363974	3.1469146297724806	2.3197450055801405	2.0953539184703383	1.5601340079145067	2.4359808997919843	1.1717821699043949	1.799171004099833	1.6180413241035692	1.9572776297530081	1.25406914765635	1.2809161469368013	1.8564712949292128	1.5272504618515192	1.690874949666929	1.8403763839883787	1.998397840263163	1.8086649441913727	1.6180413241035692	1.6180413241035694
s401618	1.7160025554717855	3.1894372579674917	3.256712690658319	5.420111140500132	3.7312512162483142	3.133132950292601	2.818127297795853	2.997509180606378	0.6450191400359615	0.5321954850354847	2.4100069738682293	2.6999151511407136	0.6874822881862507	1.2446522986366402	0.7042596310777646	2.166128381740056	2.9228269653571517	1.930468035106733	2.4972743757515374	2.7787751304514563	0.1561185205977909	2.1135622097652473	0.4294144376330881	5.011955829578044	1.0294684693372267	0.9682136467524554	3.892465693799003	1.1069406534944901	1.5082731607714597	1.7214579965246757	0.0	2.2646745113282445	2.2353561484140063	0.4823541382389641	0.8479755316832718	1.9828503411987597	0.6084907548869058	0.3563479419404615	2.2209332783454996	2.2179433793276333	1.7990797831874454	0.9037069937019423	0.9521731342730657	1.598127295561648	2.9462654632187	0.49239995712324713	2.646246979731294	0.9801259731693474	1.4476670441936228	0.7921729887629978	1.7031065497216926	1.1624340256366759	2.2526573178093763	1.3401160756522625	0.4293932457747807	1.57173302321463	1.7982377678632258	1.5861470323697429	1.9339807495464225	1.3727938684051406	0.7148591260804026	1.0973960635639552	1.7435990096598464	0.8332357544545872	0.542307367678718	0.5896444801031601	2.144058930098024	1.6787659681143752	1.5712073650082345	0.24122456977138143	1.0443585374981326	2.0027131782063563	0.6207021835720707	1.1990609579941056	2.49495730161425	1.0151923857823464	1.4423964661355821	1.8236525824724532	0.396103127109928	1.6279297062747853	0.47575657928920484	1.0825426267793343	0.4581382873700643	0.6189185466172382	1.3006206456152862	1.4400765530351252	1.2883549570924093	1.5825089349241863	1.4305401406273288	1.0478590735784454	1.5099276827384336	0.4330000386245562	0.7958420200379641	2.168249753086853	1.2028934730571212	0.9455260988016816	0.3878040018263233	1.2891160465041465	1.7475608367972844	1.008387747266263	1.4117268776648628	0.9666498274835237	1.0214115772373986	1.6211890620016707	1.3927309137744524	1.1428363863841535	0.5988653225552698	1.2166306595829337	1.2221577149150122	0.4150592237481425	0.6175367424599009	0.6833838973689762	0.4735312841507372	0.5132709288387716	0.7132882934640302	0.7654459055111137	0.5569354337933469	0.9698342559248337	0.47910136107036144	0.6126181258979075	0.6175367424599009	0.6175367424599005
m31	3.2949316691483084	2.762203976677485	1.9320178365226877	5.371070525216093	3.177869867189201	1.8227449177443	1.8457795169265014	2.413321990866825	1.7888051294754845	1.9762860203017454	2.774906054432328	1.5493336398735413	1.8377587932816999	1.9636682477818266	2.85978915884662	1.5189272054570895	2.6978330700501822	1.1247442330219886	1.7398299042422833	4.106553686070569	2.156031980814287	3.639757163104443	2.4783315127025065	3.8105830379619383	2.244212847347532	1.5927000319220785	3.9587023270696355	1.9849675616757365	1.9866713294064327	2.1377769996235694	2.2646745113282445	0.0	3.0172212656481348	2.6709439681606377	1.699594473125523	0.7128490214039946	2.3349236337832537	2.512717420137134	2.025985122935924	1.6436664331353161	1.9587511902232717	2.2368045433090766	2.710889236483701	1.2450305645348694	1.365374306370799	2.4065299780445066	2.6344483338221116	2.529389324748535	1.0944183717396776	2.6546379032782093	1.672194866881388	1.9574041822577135	0.6098223689603587	2.9376677581206145	2.568934450775496	1.1791063874718797	3.87464078765976	1.393756085223023	3.704185459389985	1.9455945806048773	2.329482762231471	2.5968942319775974	3.2855564492875495	1.7548556339944192	2.536528914138529	2.3036380104167	2.3858182509701296	0.7052087327435268	1.815472513997534	2.2545420563217853	2.1561083569801	4.062213770237108	2.341760479644605	2.9433730812612615	3.712490609248234	2.728387693577141	3.149311995609494	3.4184267477775108	2.2257158844037965	1.149186656632165	2.71803322238138	2.1841837862864897	2.141517178223931	1.927873853451828	3.3483098630978407	3.2387128999169117	1.559814979649931	1.9061670174843404	3.1769258018352313	1.5440763474838515	1.7693467721908538	2.629976987108768	2.1011104820716198	3.319268705053404	2.578112597588936	3.1786413620113554	2.551098041622903	1.363910338880834	2.1815814719628968	1.4357649541213284	2.0547711394424235	1.937452644523645	3.2308679405039062	3.794424377501168	1.4856978383335961	1.3753956536131455	2.619995086095834	1.7049107621106399	1.6909079454543454	2.5866797342957324	2.262407610058373	2.720185931990277	2.0681818056399175	2.3160495459234274	2.502683927259689	1.880236698892249	2.3125671622708697	1.441035491811113	2.704055128058533	2.360603424159366	2.262407610058373	2.262407610058373
s402122	1.7491268368776214	3.9914371477885533	3.764380871378457	5.891294899489701	4.008768061479796	3.879379231076281	3.8254136794307816	4.851620399315425	2.0344251368625335	2.2621940147756554	2.5129496823020983	2.9538462853973235	2.717735182620916	2.523266541075002	1.9785593723015371	3.138929156736042	1.7488109356761385	3.0446454864660226	1.9185488524907466	1.3771426127478772	2.1605440333165484	1.0833048221117771	2.5164334205810905	6.680135701975635	2.6612857567532706	2.4857270209426017	4.5034506473325395	2.8928435239565427	2.2718461596411537	2.243472157389202	2.2353561484140063	3.0172212656481348	0.0	2.4092954097226813	2.689732928872877	3.2533333727069396	2.788243678263849	2.5259583957866667	2.1137719166202213	3.9734980764831973	3.3345657548558223	2.930823251348812	3.1486473582710124	2.5082166615807977	3.0765897795840327	2.527587831623913	0.993466552389251	2.8441956723362183	2.6623718468302355	1.5707474734583995	1.8869712085205927	2.461903998129706	3.400057326494163	1.1147042522187682	2.5236241913490316	3.0369898807780795	2.8638894442641747	3.2079610837239034	1.4715320753263614	1.3883125231339584	2.8412659149608195	1.657621946574527	1.6209311795328372	1.6983245604039219	1.8406658498209898	2.704417671971871	1.149433124393658	2.8728443838879136	3.4995482493664056	2.1923716461155447	3.027259929796164	3.45144025322402	2.80146254445473	1.8626613236375533	1.3774590988723547	2.9423378571261196	2.313101678974324	1.617282927790007	1.966777247845244	1.8952284166213502	2.251526116802465	1.5742692266444822	2.497512547556532	2.5263856368093145	3.191906555732654	1.4806900661410791	1.5577363664041857	2.6303461017092804	2.8193744996128376	2.5323359894230824	2.719210415896332	2.476363998130619	2.622735747347219	3.494148096822232	1.1127679551852683	2.241615014051109	2.477044978435231	3.036865882323312	1.6895873945462998	1.9274159371094648	3.4084831592585703	3.0355793632771553	2.80183385832454	2.925365839470497	3.1429090555516326	2.6192431798311606	2.4163791046051766	2.7136790343792154	2.8178430732846746	2.477365701019997	2.7214130678328483	2.791591342960556	2.161788254856952	2.0964570232006925	2.8811682299067614	2.7349991911131175	2.7061091161645288	2.686145413624462	2.5165863646560958	2.8016454036875906	2.7214130678328483	2.721413067832848
s62152	1.8695789626390118	3.1993547611346047	3.7328770345901163	5.266272323557852	3.7556414199489994	3.59833307942892	3.2662694856487375	3.1623806558275365	0.9656741797152107	0.7446573556201787	2.375693813636835	2.9305438925396152	1.0072311948453685	1.2997336002756879	0.6404070700347058	2.631178925109966	3.0967457588281233	2.3888148299845713	2.789138470336238	2.703480753261042	0.5574078605433932	2.079159398496058	0.25985051729335606	5.235174228633943	0.9644114779075889	1.2071385259040086	3.7614758475785792	1.1604876175220622	1.585434927443461	1.774235218086104	0.4823541382389641	2.6709439681606377	2.4092954097226813	0.0	1.2568919600510604	2.328808062571353	0.6052768395076187	0.301732024782233	2.373499366484042	2.4496004861570353	2.1930175613978635	0.8814625542315885	0.7893890477711332	2.0784078724881967	3.2400447939263795	0.7612829565506863	2.956604307479568	0.7730323611249356	1.9084661436908812	0.8696123001182613	1.9246183030070843	1.2269173558911324	2.651780224375807	1.405031976797122	0.19012050550578471	1.9940202871957036	1.7011304371361458	1.809963015406526	1.8084831888376187	1.7750073157839295	0.674816981884418	1.0487738664012465	1.8981147469928177	1.2378204516267417	0.5692530442696913	0.5698295980855471	2.5064718474516146	2.0978671161686733	1.7316805687754748	0.4395994845994316	1.0530671583964386	1.8580766493859595	0.6125378020676159	0.9919974710197537	2.4105717579843535	0.7174657670437444	1.6078159249157704	1.647340331722702	0.5946870718041761	2.055946961893861	0.44151323359358147	1.209498179690414	0.5851778340825519	0.8170103265273908	1.1506392969285404	1.4743164679840206	1.6596555450262558	1.6533844275658247	1.0349632710795469	1.5114073785404782	1.9637803183540017	0.1317971625373866	1.1836988610955335	2.39723857516484	1.3163002736614526	0.6947184864476165	0.17431003805302728	1.631462024100524	1.8617813046398752	1.396665439253736	1.4856700027375145	1.1421478695843086	0.7827966907144495	1.4390974870968731	1.7635902342142755	1.5967494210768578	0.2581909369968016	1.6612069040311854	1.370027399445262	0.14158099557550816	0.621200844230575	0.3937429929824755	0.6692900741810182	0.5306721232542027	0.5866177398699491	0.9583198613263995	0.5529650763294867	1.3689969083169167	0.2599975789511906	0.5988141217821275	0.6212008442305751	0.6212008442305744
s15827	2.1512902399049363	3.2095633660617535	2.5617971607340446	5.660471306829901	3.8264933999310893	2.3812689213248577	2.037061635799149	2.3908075132781663	0.9306767094207997	0.9300253847924485	2.8017342440415067	2.5707226279169224	0.3786374602065372	1.4832586668409495	1.4909106411469957	1.4485587661510495	3.1835107833191314	1.1702712395482484	2.513019626372856	3.4917592854002493	0.8450575919166828	2.819934192399194	1.0785875428857223	4.286561494663554	1.3862394211314852	0.9620751463608723	4.134896934894917	1.1764591533605973	1.7888109931862006	2.036752661924693	0.8479755316832718	1.699594473125523	2.689732928872877	1.2568919600510604	0.0	1.3711739915306966	0.9106729811886759	0.9962318030947945	2.4147012709869156	1.5853869752289225	1.0578460188752816	1.0779004751837538	1.2122927608617944	1.0144697481723968	2.702876733867431	0.7651319348291851	2.8108964132406222	1.4110510753435104	0.757219204494832	1.5294113437047718	1.859053104293443	1.4225257757206016	1.5291222214717586	2.0106670368680724	1.110942581938899	0.755015571804815	2.2955276274541228	1.1854072703236198	2.7109656959778925	1.4622448732353175	0.9938196956576513	1.7951504434294918	2.1953293871356307	1.023607871011453	1.347790129645624	0.962095157163072	2.239043561439806	1.0125416528352402	1.142314151181508	0.9783011308011629	1.1116393019319504	2.3876627238507115	0.9165046250114939	1.9858361258328774	3.1955312007369336	1.4922024359245105	1.752622182247215	2.6047658070284534	1.095735669621927	1.4182043624093796	1.2249394897960633	1.6003198068510358	0.8691783139614023	0.804632910508572	1.6558353891553996	2.0967667873235953	1.369817677872042	1.7421107310175221	2.0966142813498494	0.39756142577168463	0.9129254085573599	1.161484651972753	0.4847338536355865	1.9608696262206469	1.8260205450204468	1.7351153574819935	1.0977774597757974	0.5895082281721142	2.117101124200297	1.0058901907882545	1.1834687387030363	0.7087977559841576	1.6021233881645216	2.1735199307642814	0.5613690870470005	0.4189422970769564	1.3317310115498375	0.5417595888670909	1.1654057676443235	1.1348497717964534	0.9436927030298139	1.2274311510622113	0.997964188363587	1.2123561467639723	1.0700168224495	0.7367798667798873	0.9267887206652125	0.3104047471590362	1.1712542454491486	0.9189080477103313	0.9436927030298139	0.943692703029814
s9466	3.315396068642343	2.477855414080025	2.3291249035083927	5.1031559904484824	3.0830311578926928	2.1175662383874374	1.9773465656738753	1.7839845425626986	1.5880005742201977	1.667071264869852	2.6779265065041677	1.6985913260512906	1.4202379654875807	1.6209525071268378	2.6573841105484965	1.6537606892661532	3.0122153519708097	1.1839251185338506	2.1422595327345215	4.184659204090857	1.890612817103052	3.682350299059468	2.0980559868971804	3.442424019215753	1.8212610578123685	1.2365269849381357	3.665480942592906	1.4775173690177164	1.7961803703749497	1.996207257849189	1.9828503411987597	0.7128490214039946	3.2533333727069396	2.328808062571353	1.3711739915306966	0.0	1.8787308526227118	2.1486025146147014	2.123177442079085	0.961254015425931	1.7654111507332275	1.7239332319544796	2.2001102557867465	1.38041045625187	1.709856463384295	2.103893698464045	3.0692690497209028	2.059018686563348	1.0467731134862943	2.5411516448185334	1.742111472768142	1.624150598832656	0.5354530710193784	2.933848430469358	2.19646127058641	0.9312408804537906	3.652089644260626	0.7608147752193265	3.6583840222777666	2.1301133914010006	1.8512633129094547	2.455423192603606	3.3251449096391426	1.7334272993909634	2.3424718703979006	1.8615807760840022	2.7426928733758693	0.574813319176121	1.1396073834473996	1.9647938789091568	1.612513224742531	3.7414936742776237	1.8824232393941205	2.7477341501020414	3.7552979448370665	2.2468631713920684	3.052949092792673	3.323206596420267	2.0027465775380624	1.46176845066144	2.4501168333819012	2.1065542301890865	1.755234952599444	1.5312721188442415	2.956365314202749	3.20174786811066	1.6989448784447907	1.6029824781883153	2.7740463042696994	1.3821144280416244	1.7387374100240902	2.2750628965295565	1.8401254468775934	3.151960844899414	2.5768157785286516	2.925582838326494	2.1909619880778037	0.8601626079747288	2.2048667346591695	1.3986832104187796	1.412713447747623	1.3967470574578116	2.8789050765541946	3.5116415859935124	1.0697260334128136	1.1888816007547531	2.2640388974435908	1.5439681403289218	1.2140737905200718	2.2272717587637016	1.813123910797554	2.288448497456658	1.7876368456743628	2.044728427547371	2.0302445948748424	1.416534345338905	1.8739199729047153	1.0877151692601839	2.3541748779980036	1.9036889949661013	1.813123910797554	1.8131239107975547
s7863	2.279369933764374	2.94215408604184	3.467438821428901	5.157072301073189	3.605460783133012	3.2817745698258403	2.929236695383465	2.5587507280650117	0.927726606711651	0.6483588192426767	2.4535273627427268	2.7286911981742503	0.5680928081607193	1.1345534952837566	1.1727163560273763	2.3591249481095558	3.2519301214900334	2.061044535393966	2.791597183826722	3.2294748092306205	0.6472883167829984	2.620448674727838	0.3598431731034555	4.63490558582915	0.7840727812778241	0.9153134939547991	3.6447706645775626	0.7460137099834879	1.5415404727428779	1.777874302808822	0.6084907548869058	2.3349236337832537	2.788243678263849	0.6052768395076187	0.9106729811886759	1.8787308526227118	0.0	0.4251578233271201	2.3834999855325045	1.8670173744157261	1.867175290258404	0.3913105290966947	0.4470944200092417	1.8750192976653308	3.018671787350274	0.7571733553180087	3.1780903934370395	0.5896255724695156	1.612080089640888	1.3383313038876803	1.9168888043785832	1.0773634420070033	2.219688939944774	1.8917542570465904	0.4273580323624151	1.5932223033036321	2.090299404678514	1.30791777153095	2.3875000251392775	1.915105076680065	0.1474394152523681	1.4172749237666324	2.3190945093617077	1.3037106080706458	1.022426525523646	0.14633106254181982	2.705610299722308	1.7263673566080608	1.1425203790196121	0.5974014902268775	0.5463869353574301	2.1147584162182302	0.013504889485633576	1.4578350952842511	2.8821714959828957	0.5979184086590907	1.9054140939229212	2.1528496771667966	0.8262695295126552	1.9789091743908884	0.8763247349054212	1.4276070729474188	0.3399317275306531	0.4893423611826731	1.275211031242296	1.9902097916991723	1.700185212673504	1.4754219986966144	1.2568156598448952	1.2679769053836332	1.773242119537721	0.5247759217713831	1.0147128461800983	2.375598358978004	1.7143952984162012	1.2663004045876323	0.45427360393291305	1.1419445291086012	1.991315606350747	1.3214453350560922	0.9052435016223789	0.5598749685824935	1.108806328271939	1.8284375875908156	1.3022111326965629	1.2977424733845977	0.6077737236565809	1.4139915707762738	0.9808383882650169	0.4814363333965631	0.16300426333955031	0.41286628621986843	0.6911159707356498	0.762661275743191	0.17541219578144887	0.482566897768401	0.09806083732098797	0.9822742600757708	0.6045303856409353	0.03373801537189019	0.1630042633395503	0.16300426333954993
s401616	1.8835758957505355	3.243180858412262	3.5039204081399573	5.404392952416806	3.8390987278626794	3.3527357814543106	3.0021290593900876	2.948741057544138	0.9278974508089115	0.7112151454084524	2.538569634491562	2.921714024461781	0.7636800325171457	1.3403907449005903	0.7657132694197957	2.385549233407149	3.2071424727649167	2.149283034097444	2.8098221612777663	2.9375694716275174	0.47546439525702383	2.280046324810833	0.23777583513083428	4.999387300724872	1.0153138723479251	1.1299416950540933	3.8899384217300588	1.0974645858347096	1.6677729614896224	1.8825462241033393	0.3563479419404615	2.512717420137134	2.5259583957866667	0.301732024782233	0.9962318030947945	2.1486025146147014	0.4251578233271201	0.0	2.455989037127523	2.234438860091121	1.906045422330505	0.7866336989070388	0.6403165747525308	1.8740992484015657	3.1977526206452915	0.5081970723241764	2.989621658088788	0.8277447040090178	1.6901583347259723	1.0000570400151827	1.969055715736187	1.2673348332493681	2.441873551868837	1.5541576092482006	0.1531659413141957	1.7443832954126048	1.704796288214182	1.659073434746834	2.036438595982378	1.7214040249343132	0.546027688974145	1.2583699921195686	1.925945381142489	1.186216944362717	0.7211263408656178	0.4522643318286862	2.485330142773676	1.8991227167256743	1.538828385937601	0.43489442771006687	0.9515414993892963	1.811745169225269	0.43255871421078906	1.2622806636402635	2.6544145287813103	0.7852575747486585	1.5304127194942247	1.9171020924140052	0.6513683929213941	1.9660376201646175	0.45298804337479603	1.3313207772715263	0.4844216502170916	0.7068311655144691	1.042561242712694	1.5905086633452115	1.6327520491564667	1.6946729643543599	1.270380439212947	1.2756802642600722	1.7197251173048296	0.1777347665095176	0.9148850383804632	2.1758528551863465	1.4606167516947477	0.8665429616816561	0.1441416062110694	1.3972591302123196	1.9828568289630548	1.3277823264259412	1.3259978049599097	0.9260672781887077	0.7776744263168796	1.4629615666849496	1.4947852235104895	1.3629054369873133	0.47766239023749846	1.4031879178003825	1.2957857705304312	0.169319456957573	0.4996283022632606	0.3427524674695971	0.6744443625276806	0.6509154922581598	0.45142896252929415	0.7992476197553195	0.40459362254512043	1.1427955168233908	0.2080089839560409	0.4119527683816557	0.4996283022632607	0.49962830226326005
s39326	3.1756410758665568	1.9517632946130763	3.7164630372833614	4.066882742335176	1.9537559390640076	3.701180779042874	3.6745735820956997	3.60396182658993	1.615489139139208	1.777140039022964	0.9253550582419922	1.0358144018445354	2.2857170060269634	1.357313743756672	2.5037358241166223	3.1003580909648822	1.130600829661474	2.7343245095489124	0.9448363730254971	2.705924873624782	2.066995183001601	2.600107158945834	2.2934111606797645	5.361715142130861	1.7760623961540545	1.590982633336552	2.6580035309670498	1.9082905422659864	0.9068428451099942	0.7446023053740849	2.2209332783454996	2.025985122935924	2.1137719166202213	2.373499366484042	2.4147012709869156	2.123177442079085	2.3834999855325045	2.455989037127523	0.0	2.831320552773029	3.2933089817258625	2.2186118527471157	2.7942173897427014	2.4443045018769647	1.4161224803522632	2.6717190698045234	2.177662794030665	2.1637694665567198	2.322017173713107	2.1499153100217687	0.5801919052799484	1.3744370997996327	2.485322129237139	2.2260193984748424	2.4023287316595705	2.556009350578628	3.820353812941517	2.018178927158733	2.6895269157726682	2.0477444735519517	2.328562825853672	1.5814717394555706	3.1060757431299963	1.7148903888251232	2.062027785753092	2.2525211423121334	2.3741440230743938	2.142443077104993	2.4934305532769936	2.0372041888774106	2.195305713706923	4.159155389825311	2.3935626870212983	1.9059531115382884	2.1486952498475356	2.3844992710519493	3.3311627782988915	2.0892017895953168	1.8759501699858343	1.6227264556782843	2.559203510012215	1.276079899604102	2.0655779583432112	1.933428939646321	3.489089828968087	2.747081472256467	1.4012209125848716	1.1429598679160087	2.3194246289664076	2.41405842465401	2.8833925815588186	2.4366911484150884	2.712927030404638	4.1717030036695615	1.7574949279490706	2.7608853829271753	2.3800381213259225	2.3318885258886737	0.6253557776509941	1.4894789142803397	2.441176650404045	2.3704507180344128	3.134175021847081	3.6745586842897744	2.6428377031513475	2.3471309503170357	2.194693228603176	2.702680887200114	1.6976094282235052	2.393933892789301	2.2311779366223266	2.5941507635481154	1.7859213230821551	1.846474105529903	2.4903097733390553	2.0685310656224623	2.2977897314005027	2.1897055840886717	2.576476622288254	2.414999515398639	2.2311779366223266	2.2311779366223266
m6	3.733839948324326	2.6508504913603668	2.860532229006742	5.1571482456607365	3.4529728377819855	2.5504852823539537	2.274452027217518	0.886102480799158	2.0429686240593568	1.9727140978458544	3.158364946921147	2.4318065015829293	1.5438307522936472	1.9380075618153074	2.9190115724713848	2.101918764528519	3.8356768267379837	1.6935401265082972	3.039295792107396	4.750830507458564	2.1760029069666915	4.204493783001871	2.192542712372918	2.832924408244677	1.9582042389218888	1.6147632799470748	3.7685107366813546	1.5343765536684526	2.276105907152627	2.501421021273309	2.2179433793276333	1.6436664331353161	3.9734980764831973	2.4496004861570353	1.5853869752289225	0.961254015425931	1.8670173744157261	2.234438860091121	2.831320552773029	0.0	1.852887818241253	1.6730629402017834	2.0081218411043578	1.9995452327441907	2.532159458856028	2.2277919052628135	3.925947095123145	2.0499920356988865	1.6190937810248893	2.941197457350897	2.4682347860616596	1.951352261552297	1.2000301651260248	3.4301729662631724	2.27862728409698	1.295214349776905	3.737836721449792	0.8760351629947425	4.084680051734561	2.8102616608836186	1.819807512126295	2.882806539030102	3.7719402351752445	2.3176806903386415	2.6753738172668453	1.8967022914423304	3.5152644205481027	1.316596550906662	0.7571963132337772	2.2195813526107466	1.5302187349126797	3.6562756530515172	1.86379216911484	3.080419470902943	4.313717126646872	2.176892667463008	3.314637809098418	3.743221346624117	2.3492969333227975	2.306502737595448	2.6302177898685595	2.642027547146388	1.9107591116158607	1.7319448028832025	2.831237753098967	3.6147597811129337	2.4386462291986697	1.9804951011627039	2.812465559905608	1.772401495483796	2.109572906210785	2.3715690117464563	2.012896298159696	3.1748288499294435	3.1210076087783665	3.0978116269750195	2.2929240091433454	1.0255094381513863	2.8469971512751093	2.046141905609023	1.0976900939305083	1.312938145348172	2.8694882600145664	3.5385522927029562	1.1599588368157205	1.6079619699892702	2.3953637847037736	1.8451655647286427	1.4276818196988568	2.326485428421843	1.8466575794340916	2.2548921596277163	2.1064826905911196	2.337381078077339	1.9641051445311017	1.5248345792721112	1.904455571513299	1.4022563429918886	2.4324909832591763	1.8827777821291651	1.8466575794340916	1.846657579434092
