	m46	s402150	s9450	s62160	s62172	s9586	s15949	s401978	s401612	s19507	s402124	s62162	s402120	s15825	m9	s62170	m3	m22	m11	s39314	s401614	m1	s401646	s12903	s401956	s62166	s62156	s15981	s401632	s62174	s401618	m31	s402122	s62152	s15827	s9466	s7863	s401616	s39326	m6	s62134	s7857	s19481	m38	s401660	s62164	m2	m19	s19594	s401996	m14	s62168	m13	s401622	s401650	s15997	m34	s39300	m5	s39352	s402112	s401620	m45	s401634	s402116	s402006	m32	m26	s401972	s401654	s401954	m28	m12	s16001	m25	s12438	m7	m21	m17	s15965	s19505	s401656	s62120	s402118	m40	s62150	m4	s62158	s401652	m10	s62128	s19501	m33	m8	m23	m27	m16	s12884	m41	m18	s401964	m43	m20	m37	s15947	s15987	m36	m29	m35	m24	m42	s19511	s138530	m15	s401974	m44	s12428	s12430	s12614	s62154	m39
s12903	5.4692126323606525	4.063666601715546	4.338964375205923	6.379520845932504	4.28289451654477	4.1438347189233635	3.8282685619969214	1.689862443456939	4.390309954956522	4.530316496805273	5.280346003296089	4.459187872996925	4.049076862210138	4.2466985079493575	5.607473529957142	4.1053059871983075	6.172040395135485	3.30452271769037	4.954056033878362	6.651094310259608	4.866209207208101	6.854765578163404	4.753965540120122	0.0	4.3623579464104925	4.149824637406232	5.124699940098003	3.719187988292226	4.386425868449944	4.780888913904755	4.849779731552646	3.1394566110346185	6.552554114580392	4.994579609406722	4.210143415584469	3.140159868343232	4.353876528427624	4.39172486921805	4.85589795643331	2.575019259628925	3.746609149237342	3.8853417982122638	4.744590179288086	4.178309750004641	3.617682046808219	5.051977501697497	5.98981350875248	4.590292373388352	3.8335663973460337	5.635150797791526	4.658641728528052	4.366093781977424	3.292932666592396	6.108819139935679	4.883196791543262	3.562115775324628	6.216543652872851	3.368822716019377	6.777520193698322	4.8872931748568735	4.526774851027318	5.412500669466641	6.595913556340834	5.041681704722688	5.31769286169298	4.436048607928345	5.893004664729324	3.5566507273669457	3.385842712827037	4.9156614985957985	4.1365463726637115	6.192135323163711	4.384537938938286	5.3907063504379265	6.731171993976893	4.530298674472906	5.8404117043427926	6.403448744081168	4.837729808495306	4.772586679786279	4.79606311549321	5.001612755970734	4.674061659484551	4.255967370161784	5.3946639929770095	6.322146875166272	4.807786070538133	4.365825335941286	5.307378346442661	4.242038589034904	4.742001741078412	5.083378519058943	4.445799430314254	5.234272871126208	5.386947170595656	5.580279821898744	4.676476538304823	3.71302365399069	5.22754562358248	4.547019352678265	3.620457087831412	3.826021022617443	5.430183278200343	5.769227949995631	3.600940962007906	3.9679273599837313	4.901567013998875	3.929373202587008	3.8987961185986606	4.889171497701531	4.400055311563906	4.858910425809464	4.499222261643656	4.961991236635244	4.471575708640041	4.149470138800955	4.468763800426398	3.983952830370858	5.003318702038514	4.43340069789808	4.400055311563907
s401956	1.6687890874809486	2.051883629001499	3.892518174328614	4.421065932198743	2.2547560960149466	3.7211581196321633	3.391926558947037	2.7680659409085617	1.0176043817881648	0.8182166999305314	1.6030485651647903	2.2228844161051144	1.1579024585007673	0.35688190995268126	1.7654033064228003	2.688615816538831	2.894899793237262	2.0317401465431706	2.1436073934478013	2.5723384484220446	1.4257960291587264	2.7018215213670818	0.8950305386372095	4.3623579464104925	0.0	1.1092246606014295	2.4296126880320625	0.7831873996825008	0.3136720678789391	0.9341418673971151	1.6126265299858722	2.39505418623503	2.844593509586511	1.2043843355886974	1.5471137882882624	1.8649260889624706	0.7496389118377176	0.9063156923363825	1.7392248089655415	1.965630887207324	2.2771190185612395	0.9753609804890442	1.4127619712739028	2.3090188073268467	2.2093710873260757	2.0162411416158443	2.8372433587493684	0.3099357005976766	1.9955679620609221	1.7479754219526076	1.2781788614270433	0.4697662536137388	2.444889498348032	2.2606871051552315	1.128215354062814	2.078123053770662	2.8361793607601467	1.1397894459588596	2.595407608064452	1.8670358044225441	0.6988491117482724	1.1121402321808374	3.0850252043242823	1.6471753380806626	1.3530752071416552	0.8012371760926194	2.8274757525980116	1.8454855117059648	1.2381427687018591	1.0567144655733232	0.5775700866430339	3.109031387795454	0.9712194027936604	1.0350308140325195	2.531081853847628	0.7581875803644467	2.622147225916243	2.08302272408559	0.9165195702957559	2.163400147937371	0.9819753374690846	1.1357315977400935	1.006912815592644	0.7088733280106477	2.426290689859069	2.4992064592949967	1.5761217003505787	0.5359722921351557	1.2277556108586967	1.8971550414783966	2.4465559973218682	1.3691967124426987	1.7687485236222467	3.2193125122360025	1.6099110969063533	1.8103691498999357	1.0244684485677036	1.4270683640414656	1.4609874076824436	1.3625103635361422	0.9277257842696358	1.0033310849198802	2.0389794879936174	2.3761869915938765	1.6400236340792163	1.7003150630088666	0.7046869157666298	1.9119970650204614	0.541868748956524	1.1691696813549586	0.7788496601659861	1.2843266387928602	0.733429966237714	0.9335703784516798	0.9711821310756735	0.7572551807846252	0.881053499654396	1.3676332032764476	1.377870415154023	0.9801734849434892	0.7788496601659863
s62166	1.348059872498652	2.644243691289314	2.80196697082584	5.30536036068595	2.8164420218264836	2.6392326467914646	2.3451278114946534	2.7395929952865297	1.0191123588192017	0.7023425755442815	2.207495009007797	1.8608784886129905	0.5126758304385903	1.0405933095825552	1.561595342546587	1.58970944668238	2.8621992488950148	1.1338655803322435	1.806739877651598	2.6052217215352735	0.8723234770208722	2.7392557127621724	0.9525357011556298	4.149824637406232	1.1092246606014295	0.0	3.296330440871456	0.9811051397643398	1.0509106994916388	1.2937130350130706	1.1908619935407132	1.65624507076724	2.4986582246788407	1.358243990877742	0.7858999724811825	1.1427580050105883	0.9386988029515501	0.32194283185967076	1.8204427893154627	1.585505028211812	1.4842307948663331	1.086418049821899	1.5316565428191387	1.2012663126495626	1.9625160794440035	1.4663991670364949	2.232203898775054	1.2201588116697275	0.9252013105075659	1.514916928219157	1.1579462153659026	0.706844344564053	1.5720581770854043	1.972347386314804	1.1181140065343704	1.0895333464177919	2.5149781372820548	0.8843521919263472	2.671651509081329	0.9747225942703008	0.9079632177521006	1.5286901662790666	2.60686067648828	0.9398976022218527	1.2167100634819277	0.9348478175779461	2.112395205546274	0.9152212503694022	1.2810510786439877	0.8919504916827217	0.8371973339979805	2.927940410912656	1.06117632855117	1.679407945790605	2.7755720169162257	1.4222870949686146	2.0785188633683225	2.5109723461104636	0.833763946777636	1.253906413613927	0.8552214275739353	0.9700676011060636	0.9583349423250621	0.4406031016385937	2.2265446627571372	2.214177318133512	0.8417413153763987	1.1170636461072518	2.018206076393973	0.87369222402743	1.4215320817096488	1.2982332497993518	1.1481848924403586	2.4767119564548206	1.2722883378677856	1.7690083421315073	0.8776920596491458	0.6206072124581319	1.5660197626571921	0.547607597912051	1.1328774824216197	0.8730937993834333	1.9960800549090876	2.291616921169094	0.7426338977869165	0.6591981452577845	1.2386111855158601	0.9680545950542496	0.7990218896430195	1.1948340888663431	0.9028291191971334	1.4668986195555904	0.5449684058633533	0.9997822172042599	1.1392517705701422	0.45480959039305935	0.9336412633151032	0.37470062719671415	1.3583454974283022	0.9843508580351511	0.9028291191971338
s62156	3.759308467350373	1.1801890937352557	5.743546794221529	2.0164249531318643	1.1160654092942512	5.635892270609123	5.394707694848573	3.8498018832675687	2.4429679030453784	3.2197185650282827	1.5864755652679996	2.9233198654199177	3.508444858961893	2.296977121463202	3.8962441931162926	4.728986765640018	3.075509657499508	3.929502793177391	2.9730124954662234	3.653512858531247	3.7553687387785057	3.9872102629310344	3.2639488965914456	5.124699940098003	2.4296126880320625	3.296330440871456	0.0	2.9385518732243265	2.318993587471982	2.2336992264241142	4.020548392797674	3.7651180540644265	4.241703107147895	3.5112769372149755	3.9251664721083577	3.568019095256956	3.1663661408564705	3.154710111742581	2.227144961469741	3.5915587922411354	4.557630079133729	3.250393442735962	3.739974429755517	4.371726350057801	2.7614986580613756	4.414662824464083	4.217107784890662	2.579734198740641	4.030571589495639	3.7750240225198963	2.5782451426316793	2.67365153850019	4.009798138807259	3.927151834359953	3.486473677601502	4.1325615995436875	5.0688974150876795	3.021931709861019	4.085785321929079	3.8391818405370284	3.1141263467215228	2.8352364576645663	5.096312342059663	3.728946853628228	3.426441506450754	3.2223080162821103	4.424157497039663	3.677842802062688	3.2538201282796964	3.331033472721746	2.967400550466018	5.37143814549985	3.3729608249019027	2.582923218723458	3.3537525979398515	2.960281285645933	4.898769445676243	3.065440365540786	3.1847729371111826	3.873973125105529	3.322776308299192	2.991587892064419	3.4107422503256233	3.0403858270544566	4.771284577229856	4.4102788070501004	3.4341705407990863	2.1964758126629333	2.941727309746148	4.167830416388977	4.685194584621757	3.69457948352022	4.189286672421133	5.640364075952661	3.414255347021203	4.016603628080675	3.424833219664948	3.6422089733440672	2.528237157614804	3.329110541120791	3.0181769425784855	3.3022566846765375	4.323062687749019	4.6247638101400055	3.769423869262709	3.906331699513471	2.9188407016593056	4.182848503419529	2.7070955495094435	3.526847615711179	3.2030824652061725	3.5998060736903374	3.034368492471098	3.166627974798579	3.35795792371154	3.1054107206848913	3.303555385336026	3.6033901183787926	3.7230557794177495	3.3993643956334436	3.203082465206173
s15981	1.9676884874585192	2.3155156174779448	3.487441294839466	4.884165405103161	2.5674462358920884	3.274016575142312	2.8773254616655275	2.113061327727881	1.3867607876547683	0.9122837869050745	2.294756562296555	2.4131276911108306	0.7867330287261223	0.8754458794013049	2.048342532581481	2.3108621062760077	3.4533386960179713	1.518939247817243	2.4715768380837946	3.1871289389577524	1.4661835358574211	3.2813042331180045	1.0924884652569202	3.719187988292226	0.7831873996825008	0.9811051397643398	2.9385518732243265	0.0	0.947029394147581	1.548603563039139	1.5073838469099736	2.0310885873594198	3.292780844686373	1.3594887678961096	1.1802959544003773	1.3865925388471303	0.6821592868207303	0.9850253298900405	2.2061611886803787	1.2859439082602793	1.6755856478569577	0.4077030756128996	1.3017296263433729	1.999058966336094	2.1933328641111536	1.8825157425017032	3.1496586018910895	0.9230763389536099	1.620053788500027	2.095252572658975	1.6851849538999644	0.8589228882126589	2.0527589303232823	2.6942137898354317	1.2608828418108593	1.5768968612878744	2.9093863065928396	0.6016766839712977	3.131629110482085	1.9436884346198697	0.834887758490638	1.7624449043984989	3.29908368592992	1.808571817007951	1.7369864877892125	0.7757972015023538	3.0619076602426656	1.4768906394955021	0.4690393007262268	1.3216541700672146	0.42892159524689966	3.059228404945928	0.8031838411539735	1.7553817115212904	3.2205035453583584	0.9029699425044843	2.6473286892002696	2.792780100049188	1.2284478924708369	2.212494249951048	1.183435148469213	1.5882052046028743	1.0598715402365213	0.7308223474070205	2.275934141459779	2.835651813417203	1.76183617149268	1.091623707043165	1.6887185633246908	1.5677452432002104	2.211501779926485	1.499699346554831	1.42880538388604	2.8696018493984017	2.0129511564717624	2.007960058240137	1.083094488613858	0.9101411678708684	2.0525970133847125	1.4741827203050937	0.18487424387406182	0.39386186657051675	2.03994773793743	2.4069704575513344	1.1244928511590915	1.3203004706098356	1.1841312666179495	1.4383765241024007	0.3953410127008284	1.274798882149522	0.7377067654180546	1.302500390778709	0.9512076540828633	1.3099286005587414	0.8723384640304501	0.6262040974050306	0.8358901275549473	1.0269077712074346	1.4424120519641928	0.8492831432262575	0.737706765418055
s401632	1.6568117337614696	1.896526561113838	3.7991222399862554	4.331071374070369	2.072287472360346	3.6488123562496666	3.355612300743772	2.846538060924525	0.7180684823887441	0.9239221037958282	1.3729942700483633	1.9269530257172247	1.2363243798162933	0.1460908162347215	1.8105964606546372	2.6237709623649135	2.6088906399743546	1.9807655952462435	1.8424779273900689	2.4356112054040717	1.4669084385696964	2.6250946697727655	1.0328919124135572	4.386425868449944	0.3136720678789391	1.0509106994916388	2.318993587471982	0.947029394147581	0.0	0.6454557975680724	1.740924413976164	2.2482025161592962	2.692433057045724	1.3987814762986195	1.6295284638733807	1.7859714985872905	0.9683940960573997	0.8590031911885331	1.4270429914221594	1.9889274810566886	2.3671291463279003	1.198362168433601	1.6609441938758898	2.2358023479835953	1.9661465784158618	2.1253735002334944	2.6274279629582566	0.5618993059592496	1.9293543438335652	1.7394670391851799	0.9811871315893007	0.36479777597163815	2.3156342050504786	2.1573990103737413	1.282313524972512	2.051095039766793	2.949546180184916	1.1418912916955637	2.5789158666659935	1.7353689684901943	0.8844908975086939	1.0902091747871838	3.080110482549051	1.5609921395703006	1.3420722400776037	1.0069432773587077	2.6487050525242415	1.7419122387346289	1.4114005360096862	1.0975685494026555	0.7762393627880182	3.2985840703829554	1.198379710706414	1.033979420849553	2.4075964061709594	1.0602527901998677	2.68544705641284	2.0214982901457836	0.9451543582808147	1.9723233126082431	1.0635192719066955	0.9747146535841369	1.1663368362811912	0.7306561932942374	2.630599904968074	2.4893449828939196	1.401053894401923	0.2327354452028554	1.4569483483175834	1.8995131151284885	2.42427580748514	1.5153993743609642	1.8927849665947878	3.328672441129396	1.4756145762001682	1.947412490112635	1.1558036883159601	1.4627028651243825	1.1946118035403646	1.206587606516781	1.1128829509036173	1.1712534291926766	2.240715163567613	2.562788087424668	1.6417795940583413	1.687689566197158	0.8715854507900386	1.9478903677596229	0.5992346574758557	1.3431454625380408	0.9809268653843588	1.521118787902022	0.7244230440521067	0.985908647607912	1.2098076369394006	0.8158381261484302	1.0766352964239618	1.3640941703812797	1.5581899051222055	1.1842393782816805	0.9809268653843591
s62174	1.6393392761809709	1.897044742501882	3.8426856852063187	4.228790754740863	1.9795355718924332	3.7419648966944123	3.5323907651379587	3.337969877920112	0.49175680903137553	1.3073610092240258	0.9187862495879434	1.5511328543070546	1.649020365351238	0.7146285283512083	1.8695061549272325	2.7355620458659557	1.9653459978941743	2.2327261007116666	1.3367031826522897	2.002179259606512	1.6603139023120606	2.304479694290972	1.390225924106675	4.780888913904755	0.9341418673971151	1.2937130350130706	2.2336992264241142	1.548603563039139	0.6454557975680724	0.0	2.058559017546692	2.336367495843857	2.285564418317309	1.7693480937380113	1.9878023518746453	2.0342079328063454	1.4962975179610314	1.1013766743563793	0.880135234862003	2.4160573813073283	2.760328579435264	1.7964022217742515	2.14365750665563	2.334586262530953	1.8468240057298553	2.3912945134163746	2.1959464788921124	1.081337690109728	2.0996498337764113	1.6963582019617733	0.539311499044656	0.7638095271137179	2.413937898158441	1.8713786698828703	1.6252762613689398	2.306420376833351	3.1018405038678045	1.5897874388001034	2.3828352409284568	1.6261181921041994	1.351282114949659	1.0338912527816226	2.9915600009525614	1.5045027224786522	1.347122228844324	1.504118124438795	2.3029006345957157	1.9055407540083922	2.0080398547129197	1.2903506511945988	1.3522838848317835	3.5958548064838163	1.7177861019766496	1.020605365834652	1.9812464679569979	1.622559314480896	2.7922462604775378	1.7348312577930343	1.1523076273534971	1.7666335554987231	1.3424768668567557	0.7787313700953427	1.5603848894638197	1.1294406301888562	3.0055915815469265	2.3783538699860913	1.2261116972385733	0.5081433847073251	1.812968786212755	2.1245265309387595	2.5332357119808195	1.811975035034928	2.2642274889110996	3.610794353970201	1.2275959483856824	2.1612537122937776	1.5176909970363914	1.8458644587638227	0.5803779872507536	1.1569291389423195	1.7249370771080481	1.7272207431824362	2.58700398045255	2.8598421653425237	1.9724110308595262	1.9426542994914973	1.2278410393643249	2.261201621949734	1.1647340863011388	1.7089328395627768	1.4837107457403125	1.968808235143336	1.020583140018989	1.1870235781754128	1.7246743180877362	1.2578122071840725	1.5539241647100872	1.6645507253093972	1.9143225621814068	1.672163159710729	1.483710745740313
s401618	1.0210654468557685	3.5942537988164043	3.225219541529708	6.012209092126226	3.7870989059459443	3.0244770187143826	2.6753410978900605	3.357755926593335	2.0221457666585962	0.8178222805025949	2.903592849197336	2.9720574011545646	0.9076837278142993	1.7984404201395081	0.9416855360393159	2.0113079022860623	3.5743875761131205	1.9508199298382736	2.775512657940534	2.641974687254365	0.5125195403953825	2.522468361381235	0.7677907695004028	4.849779731552646	1.6126265299858722	1.1908619935407132	4.020548392797674	1.5073838469099736	1.740924413976164	2.058559017546692	0.0	2.712158359939032	2.53656788452894	0.7222425181997385	0.7061199821280788	2.1329692916874614	0.9522534154079558	1.0916359380143588	2.783628258814549	2.346453904043493	1.4406716617650064	1.2439034989823512	0.7968934653691133	1.7009138827846695	3.1518489694633716	0.41391813018120055	2.6233358929743544	1.4704766256733584	1.645548174644243	1.143448408950427	2.1061415728765285	1.4349833289222853	2.538245815239432	1.8783942463181023	0.5919022041644795	1.7143964786425943	1.4369463847941422	1.7877393159155328	2.2468678981321655	1.4517268864573836	0.9247821580226098	1.5852444458306403	1.9527990465984324	1.1378863375942663	1.057853702767928	0.8662222013258684	2.3923879400958157	1.9093842920327733	1.673937885313803	0.8081312182235026	1.1931623836048577	1.7377640468068876	0.828969152743087	1.7856739272185598	2.8272337019391407	1.3222215813079423	1.1668379491368197	2.4682556842616683	0.9252852655826984	1.9906709046346334	0.7354353892082289	1.4734903168371694	0.620597463803199	1.1171324377361573	1.060956794784758	1.6619456959454328	1.5460814949065365	1.9217723546730492	1.712585618223406	1.0717802004351762	1.3573540228804608	0.5162772117593323	0.5141692745022389	1.675367486977495	1.5137016770787988	0.8329315486880685	0.5957355112756854	1.2428578342080088	2.2506319935813943	1.4145726431149113	1.5733876396198345	1.181238227138146	0.8753022899462621	1.1360211474407025	1.4372794650874443	1.2179424527144929	1.1841346904523717	1.1840762431440484	1.5519236545368105	0.5886412802843626	0.8878611557660485	0.7785912003722486	1.0780962735325683	0.9602050825882105	0.843712699302126	1.091396266599438	0.7803112463480973	1.1164449017095956	0.5185422580819552	0.737154642529342	0.8878611557660483
m31	2.889117856103625	2.715023680577325	2.1469265175660306	5.581079676841447	2.8460458054859825	2.044914752205203	1.886429143207138	2.325079208543668	1.8456023905302728	2.3301697288881758	3.0207314742822047	1.6192300260266275	1.9081410659157634	2.1487762712541416	3.1553348145421034	1.55406820092706	3.3279741613293505	0.8933815968899952	2.0234622821224875	3.8474286513919833	2.45117182740724	4.121327293554798	2.591224697040743	3.1394566110346185	2.39505418623503	1.65624507076724	3.7651180540644265	2.0310885873594198	2.2482025161592962	2.336367495843857	2.712158359939032	0.0	3.5778046690131218	2.9850640109625344	2.0640765542964132	0.6943205608258597	2.4389448324531733	1.9450677476031097	2.2478578942943392	1.3090097197518102	2.046349402829786	2.2847104431799456	3.0368406098300684	1.4842885454546315	1.2380718527504784	2.877321983488005	2.8912189084217848	2.6409938421082266	1.195110864148081	3.0599430915741017	1.9558261603896594	2.084264208028717	0.3599890628134452	3.2841796058794905	2.7576673574952633	1.2059764375538295	3.9941438709059556	1.440237097340931	4.174542803453024	1.9966013322210825	2.4819963378626086	3.042396040431485	3.9266879606758747	2.2957635052255725	2.803750366016534	2.47541238051305	2.8210145889775182	0.8061328081187839	2.065684937524804	2.5396133157249072	2.2239982438285772	4.3898705109538545	2.5482385819113285	3.144987377150924	4.050926062264286	2.8559976079598353	3.449032520801441	3.923450034485513	2.470783580760205	1.708657460379766	2.5106446097962674	2.356004921487254	2.5779218024850366	1.9912492264490085	3.6615441960260102	3.6696953427740953	1.9298271293801998	2.1639515289111246	3.547742119875554	1.8181464258562803	2.1948082319754776	2.9356708934299864	2.436521150167989	3.3921497282906765	2.6127209300437366	3.4013739846796036	2.51119707883666	1.5610714146578646	2.5463813130873687	1.7636588377603502	2.102540150869245	2.0642014363392702	3.5562016711462063	3.8472353879008048	1.3505455992568267	1.536131724749997	2.8167258817858443	1.744170833245855	1.921844178583235	2.8228714112615143	2.435187282192045	3.033773276211013	2.1453976456377952	2.63407466568407	2.645739996420049	1.9616023885465301	2.4898213816104287	1.6024448788981638	2.9731484019887224	2.5112635110599566	2.435187282192045
s402122	1.5538614397428225	4.094365095019211	3.8841106100480345	6.056737834322378	4.09666156850929	3.8925178046104336	3.8881622418030646	5.217555215349747	2.430838565946062	2.4809998565712905	2.659003697564438	2.701567544198991	2.8139444704430754	2.8007126619706812	1.7598032613629881	3.045722428741527	2.004290041601446	3.3483638771810984	2.1342912612047225	0.9114352592729094	2.127875641119765	1.0723695072091382	2.432298998555759	6.552554114580392	2.844593509586511	2.4986582246788407	4.241703107147895	3.292780844686373	2.692433057045724	2.285564418317309	2.53656788452894	3.5778046690131218	0.0	2.5967124285330003	2.7981220996475042	3.4209877970766716	2.8575354780209774	2.3376638647636354	2.4355232683180157	4.050861900981776	3.5353368998196077	3.3146665772003896	3.079807386321489	2.7247934597706704	3.4921271473161988	2.534691739170726	0.9665868987451912	2.7775959925143217	2.8836980254427447	1.4857267970734005	2.1514878654931198	2.516628376532091	3.455351551021503	0.7034323679529549	2.453356950896359	3.208304899492976	2.5077946399144477	3.328020172946912	1.4175763942341304	1.7356373256485822	2.6529764310808672	1.9578574260690627	1.5754914063205525	1.6384326638773088	1.702520886497467	2.7820051444846485	1.0554929631433938	3.0325106856299557	3.6860240094674714	2.0927274507478106	2.9367082694746025	3.3816394692090657	2.9454748087442164	2.2180514911490765	1.4209814571338086	3.1118146035494267	2.1727095160859218	1.7904444391925391	2.13887611989436	1.9198625235373592	2.263761773610172	1.745856266824468	2.553030351619693	2.5679169392762953	3.230532129466389	1.278856040058836	1.746551635078103	2.6867814418182085	3.004720953723603	2.6662201791923263	2.478990539858755	2.3897269105599404	2.878844508070724	3.447580728298675	1.280162850452998	2.3033150440154944	2.4692605625745654	3.03698323832381	1.8131232361527987	2.020786683480886	3.461481656421177	3.196332758655502	2.8991056196741183	2.9007134082136714	3.0993738568796587	2.7833916854579415	2.4978508195698828	3.0184644377568577	3.0072905880403136	2.537781450281014	2.7886192009214947	2.891548878974407	2.3437658783919457	2.1315230826556313	2.935618429762529	2.691850757155999	2.7542149427333285	2.72307597671878	2.5864473693520864	2.8361151070940047	2.7886192009214947
s62152	1.080914248564258	3.255173474416349	3.843596627436702	5.46099064093291	3.4496318816532647	3.6488991943312596	3.2946727495228063	3.390472620593807	1.8803923618792213	0.6776286996300713	2.4921576603316535	3.0078686792640354	1.1291748633872911	1.4860148257847485	0.936469780566883	2.6000874550203745	3.436774115465847	2.32215323185822	2.785532966057273	2.445813604265417	0.849955919900895	2.326163358268532	0.44255117649559766	4.994579609406722	1.2043843355886974	1.358243990877742	3.5112769372149755	1.3594887678961096	1.3987814762986195	1.7693480937380113	0.7222425181997385	2.9850640109625344	2.5967124285330003	0.0	1.1955901196860625	2.381852304368255	0.6790950912486615	1.123410225908067	2.609413591457917	2.5053874830346055	1.9861675257111333	1.12252974811545	0.5251958644059093	2.245848535689099	3.1663596454235257	1.0830556613293176	2.825248688159071	0.959695379095627	2.0988095940956746	1.1307753705402477	1.9992440689542033	1.2122477731038932	2.889042550540018	1.8973595162068142	0.25987382640879203	2.173870140668294	1.6969025547691927	1.81283273548087	2.0219642363883406	1.7897984188301086	0.5887423189169396	1.1258252234014898	2.2347444896954314	1.4018068954974097	0.9239706371963899	0.5927452324800027	2.6839287800237956	2.2268032151650776	1.6264019258902347	0.6772915264600939	0.9652844118690658	1.9104272042408745	0.6115323997016111	1.2389741817542528	2.502939539561385	0.7759045717557114	1.6307491067486037	2.020892355715808	0.7354864621602459	2.314041424286576	0.5753366933812231	1.3542269485218665	0.40747790699867914	1.0502108288284009	1.2891825649221222	1.7425895438310937	1.7228487220530748	1.6144278600578756	0.9907895621905279	1.6425810634098696	2.014949539332034	0.3013163644063155	1.1256337234958138	2.34143541363035	1.515969984930749	0.68433865280807	0.48488507137475684	1.5455994027842563	2.034722318422882	1.5823594101805265	1.4320009098450535	1.1761486136242398	0.8465175090063585	1.1721232911549557	1.793216619625253	1.6696955738037023	0.6103304519652667	1.7198042077038402	1.373340252674144	0.1810691777574115	0.6347736183338151	0.3028740368426951	0.9630070943357266	0.6539887848974915	0.5336158593860919	1.0580989952959259	0.5486264556149733	1.4387986798070527	0.2325613660307173	0.5662196827623038	0.6347736183338145
s15827	1.4204860317152357	3.305300807350358	2.713549152520363	5.925843208148694	3.5097559420110396	2.494417802564544	2.111137332351496	2.795812411232053	1.7882066424771312	0.8512662682532878	2.893333256957618	2.6068495694482117	0.4288481065749582	1.632380982926663	1.4942956252276196	1.4787940923075586	3.5503668063367253	1.2582404584058857	2.540088183233376	2.9798447973417233	0.7542125875821724	2.974700561819166	1.0060964724112134	4.210143415584469	1.5471137882882624	0.7858999724811825	3.9251664721083577	1.1802959544003773	1.6295284638733807	1.9878023518746453	0.7061199821280788	2.0640765542964132	2.7981220996475042	1.1955901196860625	0.0	1.4686823176285582	0.9539926983433559	0.8898550243515063	2.5958259914212714	1.704536045034388	0.8867822693199108	1.0061671778988739	1.1586714190983216	1.1823114510075363	2.6571878755915064	0.8948382584113241	2.6365794476297224	1.538089637909652	1.0199251340715854	1.5890345783497695	1.9198879200715118	1.2944563087972831	1.8830660713307055	2.2086557301258236	1.000085261537303	1.0295606794367276	2.0698452743239915	1.261187245942814	2.787658092974428	1.298318089535671	1.0113843114074772	1.8827928746813052	2.43129016229084	1.1805191230520817	1.4061936776582982	0.9225867616862465	2.410080826539765	1.2738976847893748	1.2660561277660782	1.052184656214592	1.0358227777137936	2.3393608839974975	0.8908482915367678	2.0569701352155976	3.181233542806229	1.4552756796604376	1.6681438932260373	2.8644224945892938	1.0934207497987432	1.7027183428182813	0.9566326837971677	1.5192984768135123	0.8645109558005074	0.903074000815269	1.599874510509244	2.1792893710650625	1.388948397539869	1.7692664661124062	2.0858740664424653	0.5454208954252217	1.1130929378225605	1.0885273582758794	0.39483900433570296	1.7627776148852439	1.6705250861825882	1.515726985639976	0.8140860060462544	0.5813464204221175	2.244824857604339	1.1721321577767787	1.2402709462031802	0.8257643019207805	1.5255724580864607	1.808292178709562	0.7459616693346844	0.575768541468844	1.4323516527859919	0.5247688600723251	1.2539559693086884	1.0258848822888387	0.911441706782204	1.196428647749339	1.0016477593307516	1.2160774461339736	0.9781494129128767	0.8205320198772068	0.8657719190939005	0.5248157741749534	1.0776638904063134	0.8179419156665007	0.9114417067822044
