	s12903	m41	m25	m5	s62162	s62160	s19481	m34	m32	s12438	s401660	s401612	m3	m1	s402150	s401656	s39326	m40	m11	s16001	s62172	s62156	m7	s402124	s62152	s15965	m46	s7857	s401652	m39	s7863	m36	s62174	m45	s62166	s39314	s401632	s15987	s15981	m37	s401654	s62158	m2	s401622	m28	m21	m8	s401964	s401614	s402122	m9	s401954	s19501	m27	s62150	s401996	s19507	s19505	s62164	s402112	s401646	s401618	m6	m14	s138530	s401616	m18	s9450	m4	s12614	s402120	m17	m23	m35	s401620	s401974	m20	s402116	s62120	s39352	s401956	s62168	s9586	s401634	m31	s402006	s19594	m24	s9466	m44	s15947	m26	s62170	s401978	s12884	m43	s401972	m22	m29	m13	m33	m38	m15	m10	s62128	s15827	s15949	m16	s39300	s62154	m12	s402118	s15825	m19	s62134	s401650
s401652	3.8074241937957582	5.376656455069636	3.36713423038494	4.363528938453977	1.1063958892910766	4.2082448839334115	1.4205590986716687	3.420497604006373	4.451716927254438	0.9145768762467856	3.2288610796355655	1.2421767751577115	3.1172798146430103	3.71434303832089	1.5891295219735755	1.7746265417715281	1.717783131940836	1.678128880125032	2.484106462864788	3.388370242567958	3.2758863554391713	3.363364454374028	2.8360859226665807	2.001053978945558	2.185802923814006	1.682737721605626	1.5099441691293725	0.36071074829736827	0.0	1.7625321203261737	0.1775014773035825	0.635817489097112	2.1230843824161982	1.8865118625339938	0.5333139193496798	0.9410639349520148	0.9202443946984054	2.3277780955095047	0.9607435635529441	3.04849235398089	2.6654931791836667	1.7931577737461997	2.3864634312108013	1.4170229572646083	1.442613292579873	1.96719085382852	2.1807686804997513	0.8806121161067058	1.3833624567150153	1.4846767823932323	0.9583785708842003	0.6735075972420992	1.4460684675847906	1.8680589087132893	0.6283567156732526	0.44936336046976233	0.8378948517596648	2.673196677184891	0.8618108862971063	0.5962587025391264	0.9499684048337772	1.3463799837507617	0.7777055073717615	1.792728024152746	0.7735813739255667	0.9679879437905844	2.600462366805044	0.7623387591681813	1.302834682500425	0.08819481210832447	0.341774545222293	1.3297400237438322	0.6287614510979908	0.7545938145849796	1.2509056701568468	0.7947175225603689	0.511172241609365	1.3472729552713807	0.9449385226026913	0.7370301214671778	0.9200550496255682	1.1254260793262603	0.3334471284432844	0.4853972768042259	0.8516514544282225	0.2178082839765354	0.8622838944076299	0.22290798301604337	0.621969624836277	0.18794164817892578	0.4678982742803132	0.7086672740181574	0.1426455453378932	0.9309585081619947	0.7436065509134631	0.3168695454630959	0.5594694268109848	0.26080159141246256	0.5965762980195822	0.21705777619440564	0.5647395192964082	0.2170577761944056	0.5408886406096264	1.0077308176764534	0.6425669743559118	0.38310832551594287	0.21620538153388588	0.21705777619440558	0.2170577761944056	0.2001862793086423	0.21705777619440567	0.21705777619440556	0.6384406470686783	0.26895632407182124	0.21705777619440556	0.2170577761944056
m39	2.682083111222867	6.710915759964018	4.669858757443504	4.90476983525301	1.3176036274805307	3.6070134988849443	2.471085208174608	4.796959937888753	5.282910034796221	2.467515756339951	2.3345246473090047	2.5052519932121733	3.952130588780618	4.9430731153171665	2.1374022529128975	2.4374424154991545	1.8361471452498086	2.1227311750112454	2.2200546243585983	3.212560897333696	3.6113771246798447	2.9502559115005584	4.262943720021175	1.7670536528877716	3.8455803804401163	2.4785929265881594	3.107368392722713	1.613067767572855	1.7625321203261737	0.0	1.6387833612709566	2.1092543219628106	2.6792109917507685	3.643929801910089	1.6801797808908188	2.6206649129489423	0.9391421545893499	1.885658654832792	1.33478127592322	4.5518112844753285	1.585310492620386	1.7965161830116345	3.3703746064816755	3.1226069845114726	3.0926981110846996	3.2563818193551883	3.391510064029417	1.0124431073775593	1.5602453702723837	2.1515928354915226	2.6750827030229947	1.2464797810017416	3.080823617761709	3.372657580220779	2.19551368700895	1.7085074383836547	1.3074713629855703	3.046394938352394	1.765952092372493	2.178191436246687	1.5317881846555554	2.1268525315436455	1.0659475489759032	2.098729287158941	2.3753132687344842	1.087153362204647	4.001091569054796	2.256420827487905	2.506921928885066	1.7093284802513127	1.8669290241581327	2.916513957618938	2.3005118983814308	1.8419199343809114	2.4478133352865945	2.3625252879601346	1.9632017274072662	3.062625220254626	1.952993155592715	2.1911569428875928	1.4974297096964655	1.1728344573648481	1.5383795971035608	1.7891104437562824	1.308758354030784	1.7309767046198392	1.4517723806142253	1.8019685277891895	1.8620521200540057	1.7064945753413685	1.3320214509556072	1.4893288012663584	1.6639683516661683	1.0110771383116377	2.347584759041627	1.9379607294962664	2.2798702861082263	1.812666290403737	2.0410215287412625	1.6602479006457118	2.057852131954131	1.660247900645712	1.6033947631692878	2.7590858940421668	2.2473793564205193	1.6668607233264092	1.7199169519858024	1.6602479006457125	1.660247900645712	1.9558814931077169	1.6602479006457118	1.6602479006457125	2.2502117707631117	1.5979558036411274	1.6602479006457125	1.660247900645712
s7863	3.643160443908832	5.540176602582515	3.5165320468220296	4.318131879682925	1.1141802698302055	4.2478332589133805	1.506162764754348	3.4618930219036077	4.4535694062346805	1.0000592935596042	3.150667767620642	1.2010625559567092	3.191790157488552	3.76223943409077	1.6909460761566562	1.7089489833159928	1.6938360409944555	1.5598562736962804	2.476619679649718	3.260688283185591	3.39093000135345	3.4119731432826845	2.8594066759123677	1.9460558563083534	2.257190109243706	1.8136078960670223	1.5500156902270414	0.20261301108955923	0.1775014773035825	1.6387833612709566	0.0	0.6464986161703846	2.2408609132377384	2.009354124431342	0.48355318689093063	1.1111209375098599	0.7734247803474054	2.1913844836565977	0.8177391677076394	3.0752893366637872	2.582402554114067	1.7952994108939655	2.4359565696579875	1.581556287739612	1.5480446073947396	2.0210791221039193	2.1405751200741743	0.7510737961687483	1.220526166508411	1.5274094424893794	1.0911925496930523	0.608985912689816	1.5756393262245598	2.0275580960919117	0.6912923882283002	0.4066198495093015	0.7179348501287861	2.7036099270978102	0.7720176281353174	0.750790004511566	0.8236700444926303	1.2192063736269898	0.6655978611056649	1.8259187097766816	0.9493785124191835	0.9041360861618113	2.77235722156127	0.9206130954032695	1.4493709726076531	0.10165459514386899	0.3057536156046428	1.5024189660609046	0.7863484164158459	0.8658387194410117	1.2669428895772572	0.8228076305409779	0.5033292717651847	1.510232583098157	0.8378578803826503	0.8713220680443351	0.9070365420919156	1.0654299127242894	0.16788671109131853	0.5848812023542377	0.8660827966856776	0.12327336141604095	0.7351776958827696	0.1910968183218731	0.5958626838300064	0.1118499912325718	0.3554605475388591	0.536905432981154	0.0511539963376266	0.8075739888344382	0.9204654538401571	0.39511608036488194	0.7284617519107898	0.32836713866317513	0.5603693454936085	0.0648471871969064	0.5712524918649322	0.06484718719690664	0.5017007278835417	1.1393221598553034	0.7588618343427695	0.2464191826894147	0.11900978354512336	0.06484718719690682	0.06484718719690659	0.3283675607311297	0.06484718719690641	0.06484718719690678	0.7093287903836355	0.09940395669129426	0.06484718719690667	0.06484718719690648
m36	4.028660808715368	5.620752716340588	3.694721207082055	4.57167208240289	1.7040735146025183	4.7086253761528924	1.242922594288912	2.8241181666083004	4.689256321616885	0.4780164320860619	3.780160288203504	1.2148244389668015	3.604587896441557	3.884231835262724	2.085398545191645	2.069354888036012	2.318162798331899	1.8651805497234348	3.1125067892968286	3.5871633779651453	3.620141508013977	3.8784622555237234	2.692435176346054	2.575935785557197	1.775757201300546	2.122494411682386	1.1481636796318173	0.5895805082173351	0.635817489097112	2.1092543219628106	0.6464986161703846	0.0	2.5949948876831184	1.7308546321443337	0.4661233581615695	1.145659108106602	1.1758246965542238	2.6595332523546404	0.9176330850887037	2.6663464358257185	3.2086008521745475	2.425609105996203	2.80283411292456	1.3906547626293944	1.031502558642941	2.2365284259348033	1.8344736456262976	1.3412609948904224	1.5299639438290844	2.0891979050686915	0.7482385866480551	0.9717023606988775	1.135989413652681	1.7634094071879387	0.9509736729070735	0.9601189623014215	1.3108779659178322	3.254915457070519	0.5396714552848885	0.7096073298250575	1.3180805644158493	1.1657761239182636	1.0666326115508369	2.4237062841312995	1.0917716585466697	1.5397422034084118	2.6283903430889946	0.9070901413123912	1.7849059002116174	0.6067130420848669	0.372490524095483	1.3809924716792115	0.6729359866509032	1.1103778468833594	1.6012378412628585	0.31424575543462624	0.15414628891523108	1.3202135571471965	1.0480616800991052	1.2395666628018756	1.5413080797036718	1.710359850405307	0.7551308906907316	1.101701193811257	1.3824810023892746	0.5681026938199538	1.2688389062570677	0.47617690452721384	0.3119416723290059	0.6681412720291694	0.9824803738266253	0.8548766888758951	0.6179242476616031	1.1280831808027498	1.0522468357646368	0.3614174298865215	0.7384083351869147	0.4676964342948967	0.7194619191955858	0.6189850705149894	0.07913634758184256	0.6189850705149891	1.1098180606093053	1.0270761942144355	0.46425549008786565	0.7029038244832468	0.6178237083503165	0.618985070514989	0.6189850705149892	0.5433627457066107	0.6189850705149894	0.618985070514989	0.9063865269891056	0.6870264385718088	0.6189850705149891	0.6189850705149893
s62174	5.097152527987883	4.38713068564852	2.708260113491836	5.5739464644476815	1.5176595820301877	2.5507494729392186	2.20203039604922	4.894022787798026	5.357842315080906	2.5148179517096514	3.460050130852011	3.1804022839408335	2.9381709286023865	4.563947127553731	0.5889351145062718	3.2825444444602327	2.2206720246182807	3.451904129648109	2.2256776521454666	4.909391970607229	1.378770581696888	1.7110409674698857	4.399526938980166	2.5496461420152197	3.705085110986606	0.490567265087421	3.302562141490917	2.4313700135965766	2.1230843824161982	2.6792109917507685	2.2408609132377384	2.5949948876831184	0.0	3.0052876374478372	2.397142926127865	1.9097648436174048	2.494089776214291	3.6848431210353003	2.7716789104525215	4.739213686816558	2.9267213490322175	1.7990792138115363	2.9356701026379257	2.192324941077503	2.8175895258691437	2.99917515683652	4.182256941046568	2.341813980173022	3.2466533871831467	1.8223257158333162	2.3767008243108507	2.1174572179666504	2.5607360354722974	2.1694123035629294	2.337548630382043	2.2608289238582735	2.4193657740063146	2.559959077975362	2.783367056957033	1.9319301687525727	2.6853626101815844	3.4498196170133713	2.2793290993887116	1.6732023645318825	1.7146300802101082	1.9927153977148577	2.1214172166931657	1.772588038853782	1.1926168256788365	2.1857624354951763	2.448495628804776	1.8467150981075426	2.03790989667644	1.530332590940663	2.6367324103355716	2.7454847171614203	2.514408799457992	2.2003039958442536	2.9511073851510665	1.7578626989473365	1.896906226598015	2.0453274383255913	2.3249738268382543	1.7513377950936382	1.5919073525291625	2.33232602146833	2.5743877713089938	2.342143658664585	2.508938108460202	2.261774711773156	2.1710875652808093	2.712804674861857	2.21797535298728	2.4370362470917364	1.7203236909314352	2.254316030759967	2.005204659651982	2.1771734885811336	2.6257735339514965	2.302878607480296	2.5581484828133774	2.302878607480296	2.1559487884804605	2.388730066842458	2.230479654315764	2.442599428987853	2.315965250063124	2.3028786074802965	2.302878607480296	2.1969706832536207	2.302878607480296	2.3028786074802965	2.366256018530093	2.3102440427744573	2.302878607480296	2.302878607480296
m45	5.310301247750865	4.351032712557475	2.6573028717218565	4.345182443968119	2.7615593788549604	5.5187098305034725	2.248785331256979	2.5924397706746167	4.0650457995298215	1.5084693595915653	4.6917458575053175	1.7122204468425497	3.124181181922937	2.8746452595400447	2.7565471855985852	2.5200182702936846	3.006164598318933	2.690121842868869	3.7553631929934617	4.280167029034846	4.022097837850282	4.652132472826953	1.826878923270737	3.375019114483584	0.9231068187672982	2.570050459993732	1.0351172263946447	2.073848866738551	1.8865118625339938	3.643929801910089	2.009354124431342	1.7308546321443337	3.0052876374478372	0.0	2.1300894220540822	1.2091416216414657	2.7681562233184116	3.6784623186577963	2.6232220688956183	1.8570054177439959	4.306308055372877	3.149896394974306	2.431484012351093	0.9034561651040108	1.070243783559733	1.7347613386228269	1.9672678022615913	2.691906068101757	2.792083208440437	2.505125489395605	1.1226722015190513	2.5059315420139794	1.1610930961190138	1.5726102628213743	1.5380217766240727	2.0038141241814946	2.5042617565988987	3.354955912731324	2.2636269073168034	1.6546700439167206	2.429473068711255	2.3255983049344056	2.640678790117275	2.943993072968346	1.4870563944154433	2.73375824235165	2.1174283941936407	1.7029875711557392	1.952475455885168	1.9400560418567414	1.8310086137690456	1.329265802847227	1.4819990366281175	2.1695477644612615	1.8153322396037026	1.479099354791094	1.8237830357665352	0.8893259001249648	2.0723773861787906	1.6867756158654428	2.469632111384608	2.807214562693075	2.1194486498488403	1.9867558348972492	2.587775470459158	1.92749888242949	2.4242017111195677	1.8637835243013634	2.016072217432949	1.9419086208897416	2.3179470839117537	2.3168049199103837	1.9857690611669496	2.764123986229826	1.5060449192992074	1.7701021990375112	1.4368292380673966	1.892657590391294	1.7190928080832286	1.9940013242364336	1.7411637314495505	1.9940013242364332	2.140519195238644	0.8960202064776356	1.5802010998995373	2.0204841550861965	1.9345805992624356	1.9940013242364327	1.9940013242364332	1.6923517336959806	1.9940013242364336	1.994001324236433	1.4639482114436233	2.056490848858766	1.994001324236433	1.9940013242364334
s62166	3.7940023792770883	5.788589739914096	3.8344490868822065	4.717792075259172	1.382008368908932	4.343093209926384	1.176780554132415	3.204986607309495	4.8807588895409255	0.7970292179328994	3.4961132998533233	1.4669254762296442	3.650013054429834	4.154033608200517	1.8456098754920929	2.1236665295903343	2.1319248996756883	1.8789806523946513	2.867694264912249	3.559254185534078	3.402207444149946	3.5327266403910125	3.0822925856426866	2.3576038594663085	2.2398928633755246	1.9546050076437822	1.6001714477255786	0.42750066206626	0.5333139193496798	1.6801797808908188	0.48355318689093063	0.4661233581615695	2.397142926127865	2.1300894220540822	0.0	1.3167530022010845	0.7715261282010496	2.4987793397997566	0.5819862352866448	3.1179083875627023	2.869546585379635	2.1836596646639865	2.9025753982341542	1.6564925719154808	1.4234001312104652	2.4405194452462693	2.200533391730051	1.0261701199515283	1.4200417087883606	1.979301583292677	1.0789321529974993	0.5244827927044216	1.4514349503405684	1.935653769348242	1.0918814719213603	0.8862392401119191	1.1006792914258707	3.1693469970877706	0.3919050263479866	0.7445919091496379	1.2019081984797824	1.2809472594280302	0.6250067074508487	2.2381470943756283	1.1620223344400344	1.2213395865155705	2.75250915439992	0.9094835930800772	1.747372182093366	0.4718844430752568	0.43319494961513155	1.537246918167015	0.8140553588816759	0.8808417208252297	1.716481708104786	0.7695156565639495	0.34311876472117564	1.5915002728849217	1.1255512347935104	1.2517377434486063	1.3299571715519707	1.4235182294177366	0.5718730465311772	0.9725788739123215	1.0280763339277377	0.4933562802752649	1.120129306729647	0.4506936357995971	0.19648005037985877	0.5757246912707359	0.7021006719749542	0.7019676711736602	0.4568036694973286	0.6835668381212118	1.11633521205703	0.39460691444424584	0.8762542649927386	0.3377993220708155	0.8757604729253347	0.48555055920741025	0.43668356191118635	0.48555055920741036	0.9750469738843831	1.3394712145491519	0.6450906704717329	0.6241693181722857	0.5403232360767921	0.48555055920741036	0.4855505592074103	0.5995404322367954	0.48555055920741025	0.48555055920741036	1.0813757760809586	0.5249234100403821	0.4855505592074103	0.48555055920741025
s39314	4.644705984638243	4.493536971955969	2.5617102099069027	4.460133707708837	1.596328528118687	4.352101800058471	1.5240728531390568	3.269892916507648	4.300150398957652	1.016185530109797	3.757125451503857	1.550271306196094	2.746901755193229	3.325766574208773	1.5741275370165693	2.1345807343963874	2.0737546000286584	2.2689206430801874	2.7505638810995405	3.9621489110834944	3.0466448936539465	3.4828401886098357	2.605524959161301	2.4612416372687917	1.8372982095677761	1.4496792759234003	1.4182842495834675	1.2653575723374235	0.9410639349520148	2.6206649129489423	1.1111209375098599	1.145659108106602	1.9097648436174048	1.2091416216414657	1.3167530022010845	0.0	1.8485109395256256	3.0281504210389065	1.8586685618789922	2.832109400364607	3.2777103037464674	2.0931752565777817	2.142740484531648	0.589966492511389	1.1392474074431904	1.6846469426525843	2.3687531015583665	1.734298497834164	2.1947958525257962	1.563715551286233	0.6509028130977799	1.503798078667034	1.030445406734891	1.2486045457067996	0.8236644589059803	1.1316457773653088	1.620140968685703	2.634413922978826	1.6214344528936013	0.6736696683410356	1.686057576117833	2.0137755227076672	1.6699166351121153	1.9250120470899672	0.28447081017490594	1.6700716156502944	1.8491117564119919	0.6754271818931687	0.8690992194464536	1.0231118244177928	1.0921186342886697	0.6112529919895382	0.5663135897403558	1.035153728783747	1.3366450744840803	1.0984074585702903	1.146746447425149	0.5335435421143656	1.576326590041965	0.6063675789533435	1.428502344258234	1.7649787684054006	1.2460475372732596	0.8786447496678665	1.4309391741946997	1.0931447054667867	1.6262440326617102	1.049252585692349	1.2993256778631093	1.0650686087387005	1.3466655202431084	1.5937772585190157	1.0796487714540517	1.8315255093342973	0.31531464286284167	0.935376223842444	0.4415333847888014	0.992292246766335	1.1342294201245147	1.1310810472149366	1.119624190820701	1.1310810472149364	1.2037456362561092	0.48658968691654253	0.8172551751179625	1.2297083816771874	1.0892573718967737	1.1310810472149362	1.1310810472149364	0.8136008058895438	1.1310810472149366	1.1310810472149362	0.7854839840711608	1.1863989144164806	1.1310810472149364	1.1310810472149364
s401632	3.1212301093604182	6.204276012702036	4.169014448208369	4.597105450274355	1.1279362199666538	4.060933530728655	1.7777265314009185	3.896592587993056	4.8866779447738	1.56446352680547	2.868311656034724	1.70958073520217	3.667536974816247	4.362095083634674	1.9052053372020998	1.986571694873573	1.784213219428103	1.6605005802470358	2.4580834767678885	3.153831675115687	3.53619072798498	3.2932749329732895	3.4657697114818213	1.8890646245576457	2.912353887086814	2.1453294416617434	2.1879102350900426	0.7037182979117611	0.9202443946984054	0.9391421545893499	0.7734247803474054	1.1758246965542238	2.494089776214291	2.7681562233184116	0.7715261282010496	1.8485109395256256	0.0	1.9509673588067904	0.48624282280230324	3.656871297777611	2.207147250627766	1.8455262078023638	2.947979400868862	2.307779810112399	2.181342187169083	2.639985475745349	2.5611370557040023	0.5110693397372048	1.0683117719216322	1.868234253941021	1.7901424320231138	0.49354258395242245	2.206545810152442	2.6166752744867328	1.4089805379832674	0.9653542347138462	0.7642434524291636	2.9720747409611015	0.8641556736802444	1.3677517163715696	0.9506456017800154	1.362179530383192	0.2626179458373963	2.018735913265441	1.6406982698424242	0.8079115989539886	3.351893070177736	1.4957240206574993	1.9990579235572892	0.8480177285927465	0.9492796910417848	2.1595408748897356	1.4629412572431948	1.218870246206234	1.823169971895852	1.4269369689050122	1.0316342304187636	2.2414751737421983	1.1858511823608184	1.5300256087687596	1.1175401466741084	0.9982877184543348	0.6853301996327688	1.1392908949672764	0.9043691807271668	0.8466697153934559	0.8558481201627558	0.9044589504408227	0.9453432471584844	0.8545907364122766	0.578552824466737	0.633775455270228	0.7964105532439513	0.2287341921029631	1.606641960282804	1.0436046889238069	1.455593885577662	0.9348591613190883	1.1856181134108517	0.7829045631490008	1.1247235659305057	0.7829045631490013	0.9421096763063936	1.9108670209553422	1.3714304731925233	0.8044344115602564	0.8492659831240097	0.7829045631490014	0.7829045631490011	1.0927758442574016	0.7829045631490008	0.7829045631490014	1.4436605158303444	0.7315017579818014	0.7829045631490013	0.7829045631490009
s15987	1.7738957247095855	6.805464716628191	4.656869326536552	3.1720693736318415	2.2418504322445845	4.896445439673227	3.638836518862976	5.136740253038817	3.7839099786932104	3.1122727468631433	1.8508330447769699	2.082760967403993	3.3735926099975626	3.8445240441046	3.1892404854444765	1.336050979098044	1.6372158697324584	1.0958352537649827	2.233790321363787	1.3719318036335493	4.938477766177912	4.199839897537448	3.453149781656022	1.3805419168782436	3.8467577237539072	3.4554339995325702	3.0513769385963374	2.1336378696837275	2.3277780955095047	1.885658654832792	2.1913844836565977	2.6595332523546404	3.6848431210353003	3.6784623186577963	2.4987793397997566	3.0281504210389065	1.9509673588067904	0.0	2.2073444071333057	4.097740486693026	1.729129707056459	2.060867747857428	2.6115015758321958	3.5690146422566875	3.569560136021079	2.5866303206417007	2.879727062877888	1.635417835389267	1.2138485358359516	2.1457255540320466	3.160272231765313	2.3530430385428533	3.6834071721391703	4.171679972131414	2.255937291840683	1.9409735241718824	1.5188821993419803	2.5383367582164293	2.5093039544100013	2.921843934077968	1.3926591509101443	1.9257948438315902	2.1617995151007574	2.268424850345159	2.909538311143095	1.803313997316575	4.819305006066135	3.0695305038780956	3.0131136546230652	2.2858741303885295	2.3352243599909035	3.574406097420074	2.93543345347806	2.8663713924805294	1.9825683151820208	2.714128947472242	2.5431566319428702	3.4940763043122973	1.7346774310768474	2.519877595735551	1.859618245506101	1.6715049898595313	2.026925001789941	2.3203487287175397	2.3938211418092443	2.202793236717947	1.4666435183502218	2.293902247391762	2.615137392702013	2.159168222218753	1.9627108201909378	1.830609681418034	2.242305088182379	2.1777658733752174	2.910613667605409	2.565247283345248	2.8105649544720945	2.514463917073574	2.1116749506085313	2.1699521189824864	2.5913970473125842	2.169952118982486	1.881220623115264	2.9425514501385246	2.9306247028667487	2.0134560479853243	2.167103348098228	2.1699521189824864	2.169952118982486	2.4297716744972457	2.1699521189824864	2.1699521189824864	2.32332017291711	2.098936776068689	2.169952118982486	2.169952118982486
s15981	3.3118931299147287	6.325046371806719	4.326537093610351	4.707309462476517	1.5333886544686794	4.44762030749294	1.6106235063465697	3.4701554584361953	5.007953735899587	1.3184139314055394	3.3170805403595818	1.610167727737044	3.9455729428707564	4.421308995496025	2.190817922899641	2.128885348090982	2.1893081259683487	1.7377951974982822	2.915567035313971	3.2820476866635597	3.756548225077573	3.6797348585598946	3.318545844204522	2.3140375049562	2.6277649553976086	2.3743452993603915	1.9367808161901447	0.6654203152082576	0.9607435635529441	1.33478127592322	0.8177391677076394	0.9176330850887037	2.7716789104525215	2.6232220688956183	0.5819862352866448	1.8586685618789922	0.48624282280230324	2.2073444071333057	0.0	3.3660637081724283	2.674713799782083	2.283736409159328	3.1594420191235537	2.22746338006365	1.9234530826353822	2.7350114277677458	2.2804669435818723	0.9210523765390257	1.1247540961654499	2.206864567731654	1.6300393749837276	0.657419143555445	1.994464424803697	2.504089786013588	1.449932066090915	1.1142077644238146	1.0701323431773455	3.34050062880855	0.45443354542544534	1.3193129014892386	1.1471030238244937	1.133095364982936	0.5452745550678295	2.4196654563183864	1.6953959099664877	1.2438357267892455	3.321161161856777	1.4755931124016655	2.2027227552974065	0.8754025966837591	0.8284458299963483	2.117623218184218	1.3893583764958675	1.332087458281596	1.9470703213622422	1.173821716437888	0.8100654920731726	2.159591673738837	1.1490061543107906	1.6816762483618153	1.478846397180318	1.4341749611190722	0.7743225405793137	1.3425066232998188	1.2350229718250532	0.8352390246299015	1.082665564118719	0.8497083084913408	0.6791643209615181	0.9015066730603326	0.8327152063717186	0.6060205063551773	0.8278001092797717	0.4412002286694408	1.654405583588308	0.93804649033205	1.4266220121970727	0.8740297297861269	1.129799979935869	0.8024851330205329	0.8911545601582427	0.802485133020533	1.1700748233225633	1.8390461549185713	1.2197914615745455	0.8270904852551382	0.863927000165109	0.8024851330205331	0.8024851330205329	1.0701363797847823	0.8024851330205329	0.8024851330205331	1.4581468650864442	0.785623686290026	0.8024851330205331	0.8024851330205329
m37	5.462178990816185	5.77347921407642	4.234003551524385	4.087031533816144	4.088939855933243	7.151812309722252	3.5188585076754832	2.167772019835545	4.035911019732341	2.62909935117237	5.598302525934665	2.1657065671637654	4.338311769259083	3.060701649895674	4.383035444258824	3.0088174691785867	4.130403613060435	3.0092308639488317	5.0092701075175805	4.172862938514461	5.79649098828835	6.282458364763609	1.1929027732898991	4.383195762663299	1.1960718003303232	4.27931309077642	1.550337723373214	3.0177829755857055	3.04849235398089	4.5518112844753285	3.0752893366637872	2.6663464358257185	4.739213686816558	1.8570054177439959	3.1179083875627023	2.832109400364607	3.656871297777611	4.097740486693026	3.3660637081724283	0.0	5.300384109556405	4.444714352425781	3.4318488005225296	2.6563783796522955	2.2361873399393324	2.6365937681837064	1.3301914112079212	3.651033509878951	3.2314594939951395	3.8278098065628763	2.4974941292996733	3.598845931632143	2.5334921252352878	3.1988199553167354	2.6829080644295162	3.0611851976573146	3.4280959559935393	4.561084873896009	3.013454013965889	3.0428008277040366	3.205446191590805	2.541256744323582	3.6425787189147547	4.3114741620974755	3.056584049366028	3.8652400791475734	3.85620173798795	3.1781273746598435	3.623696779485065	3.053767245888123	2.8112783990753627	3.0419146767518663	2.8752217266542814	3.594767529569977	2.767404009569047	2.362386443932629	2.7829369196702234	2.6209433642746904	2.669464916731629	3.1388036271652378	3.6719943268497843	3.925363992930279	3.1165951527160622	3.3230144852625756	3.895648601005632	2.954578348258945	3.2630262612331267	2.9013473459420256	2.9627540309175373	3.0067013888439065	3.377321471294816	3.063834669064236	3.070878896436206	3.693363507476172	3.0621974182653204	2.9025216606154767	2.849629044629461	3.0378835646815183	2.595052975735954	3.0259371092769833	2.6910342030774332	3.025937109276983	3.2373538188519584	2.3613861790256983	2.827318259876639	2.960425873894459	2.968841925117889	3.0259371092769825	3.025937109276983	2.8665836113719125	3.0259371092769833	3.0259371092769825	2.614855146569078	3.0722686348255457	3.025937109276983	3.025937109276983
s401654	2.534511434096689	6.587229541713668	4.543729171491629	4.404664688065353	1.8264044557542414	3.3484139743881207	3.6882325669787117	6.015382345852991	4.757337201764754	3.5601277394876685	0.8008608240090951	3.138587378248116	3.330976801961909	4.72541274390935	2.5664166971262214	2.490424088939794	1.4227336517087357	2.4707102438778077	1.2173597571889798	2.949241024954979	3.9701806138631803	2.788823801873844	4.66584356091223	1.08496323964279	4.72075626258796	2.9194632518773185	3.9561097380215657	2.6274555779067774	2.6654931791836667	1.585310492620386	2.582402554114067	3.2086008521745475	2.9267213490322175	4.306308055372877	2.869546585379635	3.2777103037464674	2.207147250627766	1.729129707056459	2.674713799782083	5.300384109556405	0.0	1.3870683905471513	3.029411560617268	3.860851575173735	4.104943375585304	3.294180355474353	4.182859775132726	1.875954257648957	2.3143852796968787	2.0071852303263253	3.594180821104301	2.4430141072765577	4.074974130696863	4.2670304969623585	2.806530130970519	2.3979089072297297	1.9623373192774929	2.221849911391491	3.0484094806704225	3.1248010447032097	2.1305504867938163	3.0603269117411815	2.307346637887206	1.7310610602533278	3.0577653447792055	1.7086692636608287	4.696224387723825	3.175338439399101	2.8351772470583523	2.6491448629971193	2.863263321673379	3.6942734852422237	3.215871273608673	2.7689658077515333	2.6837574879196087	3.377473000372536	3.0567023409632776	3.805623990544812	2.685868894640744	2.6889193095508097	1.8599472338684915	1.5518011833074563	2.464989617430919	2.4301811223784253	2.1499314588239797	2.669922535772876	2.093663941998995	2.7642013079825904	3.0553131514695546	2.5911456714728187	2.2326953964997647	2.4983380847768357	2.617577000100093	2.357434944888934	3.0581879820763445	2.9544361105567156	3.107800671235839	2.8419386848219195	2.8293425678360875	2.6064888515575686	3.136258615170946	2.6064888515575686	2.230089069120852	3.449939532903413	3.276343745873806	2.56277797774977	2.630904649229353	2.6064888515575695	2.6064888515575686	2.838189567630853	2.6064888515575686	2.6064888515575695	2.8887406140895218	2.5345536281881422	2.6064888515575686	2.6064888515575686
