	m46	s402150	s9450	s62160	s62172	s9586	s15949	s401978	s401612	s19507	s402124	s62162	s402120	s15825	m9	s62170	m3	m22	m11	s39314	s401614	m1	s401646	s12903	s401956	s62166	s62156	s15981	s401632	s62174	s401618	m31	s402122	s62152	s15827	s9466	s7863	s401616	s39326	m6	s62134	s7857	s19481	m38	s401660	s62164	m2	m19	s19594	s401996	m14	s62168	m13	s401622	s401650	s15997	m34	s39300	m5	s39352	s402112	s401620	m45	s401634	s402116	s402006	m32	m26	s401972	s401654	s401954	m28	m12	s16001	m25	s12438	m7	m21	m17	s15965	s19505	s401656	s62120	s402118	m40	s62150	m4	s62158	s401652	m10	s62128	s19501	m33	m8	m23	m27	m16	s12884	m41	m18	s401964	m43	m20	m37	s15947	s15987	m36	m29	m35	m24	m42	s19511	s138530	m15	s401974	m44	s12428	s12430	s12614	s62154	s19509	m39
s401956	1.8094922537129947	0.8715648809555134	3.4027436565978095	1.4856446149910025	1.7635365436249237	3.3912771390610654	3.4727007321111114	2.366015609488117	3.071888135552426	0.8569404314643158	1.2645863142257137	1.9128928589095147	1.9058494878287806	0.2948447563493992	1.6810838743362946	1.7327572898253092	1.2388343758910736	2.284630455951194	1.5047637878646543	1.9375651043457405	1.181567059252059	2.7499631315511475	2.4853264999780134	2.651745834234026	0.0	1.7650645163439806	1.0535253879508817	1.5910849923871824	0.6668859966427315	0.9728044135150539	1.0915083367492924	1.5781697514248914	0.6168147952679651	3.209908929038001	1.0962353629678938	1.243219280996801	0.5220179122334488	0.6214173965472968	1.2862448475823605	2.3361241021286525	2.393327233579472	1.1598013696979743	1.0532138956538557	1.9713051705497497	1.3257924702311112	0.8923160198645277	0.8991449663799472	3.3015695233687823	1.15292966268849	0.9421179988257006	1.0169882632942413	0.8141879840762277	2.8689458714674134	2.343425643313357	0.8873819295780071	2.0370146152620845	2.243696956754506	1.1845168804580974	2.529728890384145	1.3328779883650825	0.4959997318236598	1.222862322287129	1.7581510910653166	1.3177657134886733	0.7606988516840507	0.6884130840065399	1.5114549151576797	1.3766943428861391	1.8971111649155539	2.3104000371748525	2.3890273259907735	1.6241803253590326	1.2663487310085348	3.0860606896990936	3.0248580915172476	3.086775100022526	3.0368825678301206	2.0831487087707568	1.781277290772774	1.223514784351463	1.1176680009379547	0.7927042798563648	0.8473739717498293	1.3004690830677323	1.1973451237514008	2.0229163313812624	0.8852209508363786	0.5310411475652228	1.2048094906131472	1.719126077720507	2.443056901076227	0.9280830539415024	0.6113733928353913	1.7752359926719363	1.9549801192681935	1.4016335370105746	0.9479120625785773	1.7733968932404585	0.6323899024269796	1.9590746816919984	1.9124800534015087	1.776811894021141	0.662743775984219	0.942303261666371	1.6911459503196822	1.3047594460187364	0.9658415206784041	1.6232830088415153	0.5245780851996626	1.2350585793704232	0.737660741605432	1.9074351186811447	0.9290148853160028	0.9895817437933603	1.549698881108473	0.40669069868238694	0.9135200254181047	1.3108664188357444	1.1383365080922458	1.3311855260063743	0.8574213645594336	1.6499768306415326
s62166	2.9203831116286634	1.061730991970291	4.69664615773681	0.8886672405101712	0.868800826121004	4.762509542050485	4.646284870880824	4.0754637809075325	4.67122267511624	1.1871308032693608	0.7519084003641119	1.3907628560869478	3.6563322050167804	1.8288552441707704	3.2295441263420686	2.6756853692177334	2.5004688751038993	3.9453962879440487	2.333620447283051	3.341515590012642	0.8632018843117547	3.8467119779193117	3.6574504583966903	4.3771273962665065	1.7650645163439806	0.0	0.904618830789671	2.1959027780776803	2.2256727434647234	1.4187962627862392	0.7308375348943208	3.120868128962469	2.114875768460326	4.918903571473629	2.7079582547676484	1.6054738777028008	1.6355991764175926	1.6336587423049362	2.911227634811035	3.7355389776550543	3.7636748566371545	2.8264003998217913	2.7480115521904556	3.3592508453217245	1.9799105115703406	1.0514543164308714	1.5287698889965078	5.058109430764977	2.454181300554936	2.594277206334617	2.1518670340803174	2.448545710235015	4.353331990291794	3.6219365879761263	2.6264784174408007	3.4302741398355314	3.523948215262357	2.565706866695705	3.7918611256460237	2.950126554625595	2.2022784548563705	2.2065867768697847	3.041902594313207	2.9609529176400025	2.286821709157259	2.428988480276295	3.0074571241232784	2.9650471603566624	3.6106139837298636	4.0538945605410115	4.024025128510093	3.0400189115148764	3.0220647026752054	4.687714473608753	4.297624454639303	4.703240607406432	4.719675748994252	3.4658153775497125	3.5013387578154584	2.8585850227393483	2.7845296502470847	1.9699799574432055	1.4632580169031417	3.0588400778688842	2.8766661223285284	3.4203200405282264	2.382542589222468	1.6676930760068585	2.1739159436628994	3.4153477306963764	4.064637336419256	2.48665230586398	2.301930374963671	3.4782147787844986	3.489110921460337	2.870013978254597	2.7048647831652572	3.2782583740205746	1.9017102208650067	3.6418136565909447	3.541574004295012	3.524700673230477	1.6359244396467436	2.336978367629072	3.220635494895291	2.94647343624557	2.5826327996306078	3.1186748934640294	2.0527257140640613	2.726974072035458	2.480611544033268	3.571189429716602	2.579151274378672	2.34464231237546	3.3044384756998055	1.9901939238688122	2.677332583930977	2.918345076613435	2.901081460608299	3.0043122545224024	2.6184236997869577	3.3090228657313454
s62156	2.200101470098957	0.28292261773506017	4.0652534001265215	0.4950213381908783	0.8994999409733885	4.109145000714292	4.12141234921742	3.264211625050292	3.8435663155467097	0.648026155463087	0.443733380052852	1.263561930252377	2.8421671320468436	1.0428835140665489	2.4178675098436244	2.153368503924675	1.6147944000610988	3.1821012512513693	1.7152248814505766	2.5474837141579045	0.4914314501733328	3.141583768855538	2.987571539333271	3.530360090500746	1.0535253879508817	0.904618830789671	0.0	1.6921987708242885	1.369157927332247	0.5672893800399367	0.37590596824221384	2.3551814593157325	1.2850171157643633	4.066057215669352	1.9426970174266938	1.1730890083028171	0.9794907621975394	0.8804208592421141	2.0425083866893643	3.075611884221191	3.139816031494366	2.0206775979584566	1.926305891451057	2.720621930849065	1.381557610739961	0.472281384565303	0.6402252514245603	4.261597499338988	1.7877249467734533	1.798654377052206	1.440960718547865	1.6172504055150059	3.7028698278379855	2.8798939466137754	1.9116001113290675	2.7825919198916056	2.7484465434515637	1.9042725163849403	3.0321907010196814	2.1098066185235855	1.4822465260339956	1.5257290763132454	2.2430255288075704	2.163584098536187	1.4641451906165928	1.7398669760983692	2.1275691626609867	2.176089155331526	2.814839892216893	3.2263346779169355	3.218355729626363	2.3245717426863433	2.247091096804706	3.8492424546262347	3.5758817314285887	3.8979308903078214	3.8882037611894504	2.6756388759435348	2.6700359941231016	1.9919323508353435	1.9499502991173479	1.0736468286039391	0.815939458696451	2.2679198473463713	2.0378071103209976	2.6733887778759104	1.501373700184563	0.8299289808812204	1.4807358709640737	2.6554012328545222	3.3389954395517343	1.7459085870783808	1.5777797962751137	2.6308324351773122	2.7046394487394716	2.0886345520057574	1.942940762784622	2.5965259305605253	1.015696789841732	2.7906670346217397	2.7500450125644256	2.7100681885999167	0.8657541512303114	1.4677011270043279	2.507900438223599	2.093540722892113	1.740066608303608	2.3697750887749978	1.2066192204176942	1.9667808607357338	1.7525401245485694	2.747384481617589	1.7342459763263633	1.6887865327458003	2.5020538245268136	1.1872823109166823	1.9122873547205888	2.1543196959967843	2.161960712948478	2.3065445445590766	1.887336339623469	2.4786849949443424
s15981	3.1552321635530935	1.4377616386149854	2.595869765554773	2.0910401170944843	1.5682922574231526	2.7101878502801657	2.600691681367689	2.6266182336227937	4.028061112952988	2.0906785868485254	2.1161350128983365	2.9441089083074123	2.585694963061963	1.3729043475620721	2.858895267849372	0.6509661769008086	2.1597798754916804	2.3516675050994205	0.32837461271499496	3.1587931570988768	2.145158294308376	4.03060413877426	3.8810857205613125	3.191022988595025	1.5910849923871824	2.1959027780776803	1.6921987708242885	0.0	1.769950221354422	1.8742459974048193	1.9270598647306434	1.5031863069520406	1.3013031173565048	3.8368823593488672	1.4061083325806465	0.6107849574506871	2.035446143661817	1.046717623768383	2.1220421418960327	1.8047952109105938	1.8460771081541663	1.6244618117969838	2.1430481031907966	1.5193177608128556	0.36206674917156084	1.9834999237735684	1.4161748128927198	3.7088150936105775	0.8676721858918721	1.4769344670640134	0.702200330642771	1.999214771300354	2.4967584691384266	3.634788537884358	1.777332831594625	1.5656593374161707	3.4622335121824674	1.0253336717637664	3.7571326282506625	1.6921758982534711	1.946875660239317	2.6611068574983094	2.9713571602884064	1.6240555349070207	2.065100669965867	1.874692379362625	2.4094568077506553	1.5090058256327514	2.246890737835441	2.9184822004452977	3.4406628037798836	3.0376600987276707	2.0257123517582736	3.9974815642761596	4.305924072879111	4.09911425395469	3.879122713267561	3.2969856839754095	2.626412526021015	2.0117165457261623	2.1864458516401895	1.7191344140599987	2.1820695939832686	2.180254085095599	1.8175924061404962	3.3437790912614798	1.7992891552471928	1.2754259584681769	2.6212125705890768	2.035623996555342	2.3904888000023226	2.367776241757057	1.4645752811904351	2.5523182670905635	3.175559156995273	2.7203490519940825	2.068051209754541	1.5905868583308875	1.5490925842122567	2.777216498028202	3.059639968206037	2.547091622347301	1.0414649350929766	2.0430785921552697	1.5554760325559966	2.275420420758276	2.0888799897854904	1.4214725640636747	1.7300156556451525	2.616036561403938	1.6843410819462503	2.918180139679297	1.9794275935797265	0.9630947552063981	2.319971964838464	1.3756181736692075	1.9216654612814248	1.4977473414879192	2.1098326364622033	1.7874576027283267	1.9726537070089458	2.674629700951604
s401632	1.411215415756496	1.2295347322580532	3.2869085902563664	1.693423383539468	2.1039171378652513	3.2544383982303513	3.4898823749993766	1.9937637906000627	2.5414622843215398	1.2212034231430975	1.6061711373012908	2.0600752683070827	1.5004770341318294	0.5614266433101396	1.1717580567051595	1.8921457735936473	0.6255746198087598	2.024210244741604	1.5683329558121557	1.426791663355113	1.5228578771526922	2.290657089141714	2.111193058909055	2.1707557118089946	0.6668859966427315	2.2256727434647234	1.369157927332247	1.769950221354422	0.0	1.009138133808173	1.520762819488515	1.3662635729084636	0.47537347496418225	2.6992824939283966	0.9494717319129145	1.5968044897930556	0.8467363178707797	0.8983734406794547	0.6874869227014453	2.2523539324267077	2.3616590360967984	0.8624551567379707	0.5818804840208942	1.9583708918553662	1.4721777543348884	1.262597561873633	0.9262237598836568	2.93707109652395	1.2450066564651059	0.720398323915427	1.091423077732727	0.2925181516796413	2.775077049393028	1.8813050919123881	0.8737591586764475	2.0016539647867377	1.7318226411541326	1.27329508861029	2.0273518584159333	0.9194049706013527	0.572305779986505	1.0433028030422122	1.2372252202602636	1.0381118968747223	0.3137932357172233	0.7884041860940587	0.8620833415447778	1.1253814052885585	1.5706615976486644	1.8715827933984668	1.9103450044912813	1.296651508127682	1.0046641038286677	2.540387889000401	2.5656645173710735	2.5979737488656	2.536615442712006	1.569659984134025	1.3039315262892612	0.6436935268200532	0.5945256058391128	0.4399677330567175	1.043993785780449	0.9660684968737173	0.7591819991276362	1.5942296207104962	0.23198322036406172	0.6880235497157808	1.015152792707773	1.4907313141634244	2.249470203797503	0.6978153859510023	0.7183217060472868	1.2624189218341948	1.4898634361800485	0.9627114401458151	0.7213087185668097	1.7127375696057545	0.407324471461958	1.4247599960803814	1.4646234128493767	1.3609867887551785	0.8969658123691006	0.3461549358729334	1.580489724002565	0.7324593510347104	0.39748271068836294	1.4457564668721228	0.17853017802499768	0.8725168286670991	0.7400849285111145	1.4088485416665033	0.3680121678087308	1.1528207961274968	1.1791644906534897	0.4676735040550975	0.7110502682802802	1.1302782099933502	0.9696651841480278	1.286663971467667	0.7654851854007366	1.1359398325890149
s62174	1.6890802143529904	0.6480823237925073	4.01825750896173	0.7047303843200526	1.3865576836409148	4.036041842035	4.1617528342728285	2.9773830168524222	3.3575848605386547	0.6646081454341829	0.7439059366566058	1.1989099441194717	2.506679058331855	0.9309165001719111	1.9504634885203442	2.2772436170701593	1.099240979724969	2.972951855099153	1.7952295100498128	2.039986410810845	0.7051524006782541	2.6116636212655906	2.5012893204750783	3.1467631424955513	0.9728044135150539	1.4187962627862392	0.5672893800399367	1.8742459974048193	1.009138133808173	0.0	0.7887075477115173	2.1954289173522628	1.0924710772926773	3.6393397501145555	1.7857496520743097	1.476995381492514	0.8087314132929629	0.9357899750908163	1.6374680540499107	3.015582299917335	3.1097120909893428	1.7889349863352988	1.560221008617434	2.6896484362907747	1.521481127136164	0.5966748390704774	0.48011760195016134	3.942784839163323	1.7923748779992876	1.5966625325801629	1.4485650437033044	1.2426234277481323	3.621043036925382	2.366289901536986	1.7457499014074056	2.741889890195242	2.217235162515019	1.8941880071533097	2.5008161423965842	1.8324057198662171	1.257394522985762	1.082141143103615	1.7132198070965508	1.9473124641141282	1.060721490139323	1.5755688174596034	1.6450476194604402	1.9853409820351446	2.5541242733735148	2.867650301231243	2.7679934700656075	1.8932045319855857	1.992365858727539	3.360738802010216	3.0614517344728727	3.428586577670447	3.441137504869933	2.161252603981606	2.2837244886264867	1.6096687465766204	1.5593738095780092	0.6417258264494515	0.5796146409934821	1.9676729420256107	1.735052889328897	2.1930759852877073	1.1028881026063309	0.734331890257227	1.0261391198402763	2.4478987142457607	3.1734989212766416	1.3890532618479186	1.4602708463523286	2.2370243146431346	2.239444230702788	1.6296747104024663	1.6674259249589465	2.515673216801637	0.6870151183955162	2.3685695974367458	2.317623294313678	2.3639057204454192	0.9071748099580197	0.9981538810469776	2.399023826179677	1.6772000363375519	1.3378545581491923	2.236238813785516	0.8719855155693813	1.5429341568411912	1.5869120692389596	2.3148535311410945	1.3596412661930648	1.7016831715040173	2.1876502799832753	1.0261500738748592	1.6637865931012645	1.99021159572589	1.920921731633538	2.172552282166496	1.6633141182090574	2.051004979121138
s401618	2.2370513372110308	0.5324410169827797	4.26549896835276	0.6291081137524646	1.0643559018598645	4.29976595385246	4.2817074552113175	3.4220585595632276	3.9418330535426045	0.48546664512625376	0.2697196447485588	1.1527881181254667	2.9608883380635604	1.1772453158450062	2.4997471702137757	2.336664866261392	1.815402572283178	3.335240327380974	1.974644739343247	2.6227734044678352	0.28623012861253017	3.1848357581855793	2.9813831006310947	3.676588299460044	1.0915083367492924	0.7308375348943208	0.37590596824221384	1.9270598647306434	1.520762819488515	0.7887075477115173	0.0	2.544705059212157	1.4788243496372069	4.202898041755531	2.1012602495171033	1.3593628983126471	0.9171452370132182	1.0880136877039306	2.2073023720575993	3.2503842511643324	3.2978151020267985	2.183707829569377	2.0309931504872103	2.8770115709420625	1.6445801289920663	0.3308668280166	0.965195355511108	4.379415079489793	1.9616145793317026	1.9573737444877162	1.6671288594623668	1.7293660695010509	3.8467606970235346	2.9230861801606145	1.9767969784201533	2.945411793004236	2.82376915558405	2.056966916786064	3.0974925606363635	2.306016744958512	1.4992418227410205	1.5184740468837643	2.3357830810063285	2.334030557988633	1.5598157877189733	1.76309788102583	2.2994467676526327	2.3612416912913545	2.9603183026355087	3.355148071419065	3.293316705087608	2.3231377905060824	2.348236158138231	3.9594745259293336	3.6073012697965594	3.9726585582778045	3.991829906264844	2.750584798485516	2.7871023254405958	2.16189544547294	2.06537629827869	1.2944011718005894	0.7598397115349751	2.3643646938620257	2.2044246520720465	2.7041969573209816	1.6894410146036551	1.0471025875222908	1.4854654805877094	2.786550752018264	3.483332934246836	1.7606123014763675	1.6707889398975222	2.768051400874492	2.7605765187858045	2.1421888883713547	2.005836001970358	2.74432331229986	1.2306270364481602	2.9241994652703114	2.8114105003057985	2.8221211463500175	1.0934706841571127	1.626312013633326	2.6689383111598404	2.229414969579734	1.86275947245858	2.5638936723628256	1.3449669746084727	1.9986670127414679	1.8267523090148996	2.843207481708279	1.8674113920832627	1.8337984775636322	2.6111082260749354	1.3372205040899796	1.9921260899833797	2.3178527098428563	2.2205367637521225	2.3964425523951425	1.9355992520659	2.5826596779431945
m31	2.5793704351650364	2.1054263743235646	1.9260685715624668	2.772666014518697	2.741271892918253	1.888456021313076	2.179455689961088	1.125539589135155	2.739686915980822	2.3970458623501636	2.7120821618498554	3.351975020527994	1.1911545210003185	1.3932649312651733	1.9042561131404623	1.1754040207754688	1.7183863798771024	0.8967273245136391	1.2360363984400695	2.2839682662778147	2.662429278468157	3.2649110002442225	3.0924218621527535	1.7315014249074479	1.5781697514248914	3.120868128962469	2.3551814593157325	1.5031863069520406	1.3662635729084636	2.1954289173522628	2.544705059212157	0.0	1.114162682286749	2.39220827559074	0.4885784438041939	1.775506314478843	2.038933231491506	1.497322784172415	1.182266526267256	0.9101628412786289	1.0543606210074947	0.5498354954708002	1.277254537245297	0.7188886344717804	1.462094666468217	2.3960772049330386	1.8544470162306081	2.2094242996378077	0.7672511197464843	0.6770118741126493	1.0368266729262632	1.3812092813341796	1.4635368727715352	2.7838327601458634	0.981425237191932	0.7252734224350169	2.63312728933851	0.6855711421996826	2.886971294449335	0.5700279518913008	1.5121108788542568	2.378364057577702	2.2676585929439277	0.38333243631862457	1.5995711787444797	1.2707288178512104	1.5622691089298981	0.2460533124663949	0.7616511814853818	1.467614364588944	2.207400290798267	2.2533608293008314	0.8624756621809395	2.7025863640954064	3.3463982877199387	2.7960926946579723	2.493999066095761	2.4060185002441057	1.3581400879773369	1.079614153817493	1.3162264866693032	1.6417138306022598	2.32187560876919	1.0369782795534213	0.7617044959511883	2.4557661788188097	1.310513795472744	1.536026188834642	2.359708105212077	0.6009122567524208	1.0381943678070547	1.760291509703731	1.0095171644220493	1.2889463847441973	2.161925789650047	1.9621916325489392	1.2054351249094317	0.48966408052283855	1.5222774500932612	1.51615407996559	1.944662078852675	1.2146856503763166	1.5074371598913185	1.610327508465264	0.3184811544259241	1.3249772548205405	1.3837156656549545	0.13070247154399686	1.4703082696378085	1.9095083897606848	1.0130138792849832	1.7375362021047462	1.2523109159290193	0.8603217377667697	1.0377112479499049	1.2474818608751468	1.0545798778492397	0.29777993055676827	1.1011956936804155	0.7010577697954331	1.1832243696266393	1.5741473178539809
s402122	1.8842801303584966	1.068444041765808	2.9732142644416513	1.6869000169849415	1.860424390845406	2.970761565546146	3.133994367866003	1.9836169581043819	2.881968263971867	1.3152734539558806	1.6178957679926718	2.242026051240049	1.6299695294890608	0.35189121670545825	1.5880000301198474	1.4307981190855015	0.9865851976296955	1.9093746942113996	1.1054718798224832	1.876953292406773	1.564189424302667	2.759415002264725	2.582551228680407	2.3155207535647895	0.6168147952679651	2.114875768460326	1.2850171157643633	1.3013031173565048	0.47537347496418225	1.0924710772926773	1.4788243496372069	1.114162682286749	0.0	2.904893296797086	0.69659051406633	1.180168338693296	1.0229078495598998	0.5495132600548684	0.9444954531276648	1.9428429050346885	2.041291820122203	0.7408172077790617	0.894963274678936	1.6242884521449343	1.0221862862026534	1.3045813828793986	0.8070383041087233	3.009632869428984	0.8094533724089863	0.5290426171964886	0.6172274997739939	0.7017731017943912	2.530252229734246	2.3453581426135393	0.8238964009894616	1.6731662030304792	2.1898733131419084	0.8743043708960138	2.484573271783992	0.835484897472493	0.7697343518034389	1.4606093226393708	1.7003924698520791	0.8826505352573647	0.7733747692795606	0.8297836120739416	1.2137991420622996	0.9079094605354385	1.53882011340284	2.009430778604927	2.25494517584186	1.742296062864975	1.0455736732906513	2.8706443020754544	3.021474129398987	2.9404466785406216	2.8148488925741817	2.01906077310947	1.5328159983922058	0.851768369093032	0.932746855259737	0.6158572138127455	1.2402768989568236	1.1043424252501568	0.7856112561681302	2.047488236991221	0.5472622939485068	0.4579419058417382	1.4284188971969	1.3952676603050658	2.090747243659128	1.096034486679626	0.5177911058434961	1.4773501544112242	1.9055392515888476	1.4198526389382082	0.9036973950765091	1.4290377675261103	0.4408862418148984	1.6798797124703206	1.830106426648792	1.5256461006252409	0.551469845247243	0.7860081251502747	1.3080777230805274	1.0539920555845321	0.8008860414520328	1.158242666447377	0.4709825853350557	1.3188312468573484	0.6754421249318494	1.7338153213663368	0.706297952047975	0.7333273679810736	1.3052467097084355	0.21094178115517323	0.8055698529967467	0.9010423481678224	1.0654476346105473	1.1376751236963665	0.869383878505525	1.4683095252857163
s62152	2.6831001389012394	3.91709420796186	3.2842237223903825	4.343914537961828	4.742012492766792	3.0782392356577266	3.7671598988914416	1.388789366481935	0.9662194534591471	3.832127550218677	4.274435718165083	4.50467571768717	1.3752313832750676	3.1440086444078394	1.8722272275000906	3.5656956731395035	2.6042346024721135	1.853643999736458	3.536907532850044	2.027289513583263	4.17471574366168	2.608800040367731	2.5558148057105865	0.6636033636196796	3.209908929038001	4.918903571473629	4.066057215669352	3.8368823593488672	2.6992824939283966	3.6393397501145555	4.202898041755531	2.39220827559074	2.904893296797086	0.0	2.526405983945643	3.997116424961181	3.3718581851505722	3.4529756171750927	2.027436662192287	2.774647205788813	2.913120777247236	2.2920248089526365	2.1783920413309574	2.84746956910982	3.6975992270361835	3.9180734555882712	3.5500348270056263	1.0390959198095553	3.0790684281462317	2.5035330747799422	3.240454201556755	2.473590585755268	2.6977138344523524	2.2326210947518295	2.5169035406307456	2.815991867010182	2.184674656973421	2.981791933484035	2.1948477147093794	2.1756187095097466	2.7991953314316946	3.096995667577968	2.327951619082292	2.2524988104909607	2.658324719484828	2.6760419256345234	2.023355295549342	2.3487871480468923	1.6937081191293488	0.9882822580502583	1.197297836267792	2.3244533169290484	2.059606938208924	0.8933960994827063	2.2658549376001775	1.032202478287787	0.5385462511365922	2.008852568606827	1.4300271495738728	2.087143608078241	2.13795284012366	3.0278775154800464	3.5979928386973685	1.9480482221206301	2.134473679519908	2.1000802134445506	2.5742133073167723	3.324329564300681	3.109472889156961	1.9830830513931808	2.088986912882082	2.5603975120497506	2.799478302351641	1.4451702918690768	1.7765662031922025	2.265806874118452	2.300885956828804	2.590033343758756	3.063794385767111	1.2805601417227093	1.586229109376193	1.4632073571356785	3.455563200105614	2.6443688595872654	2.4994978034249824	1.9787928657948561	2.3428330424246	2.5015616718415585	2.868289232019035	2.38306542483808	2.608813657565468	1.4226793901389019	2.3401457064128133	3.0889622333661144	1.7136758259625042	2.991334619147013	2.341751499967422	2.4075396675429337	2.199293083500451	2.3987090598751646	2.4412852600795873	1.6490428467964044
s15827	2.234890698671463	1.6989853570718905	2.3732041839914952	2.3714875529811903	2.419963012942738	2.3397202759731845	2.5493293167870172	1.3994873912990287	2.7078803296100267	1.9272643305432007	2.271405694427185	2.9091989035002626	1.2001548528080552	0.9349683149720128	1.6523651759605775	1.206885637294663	1.4158561156736826	1.2431043938915733	1.170252775621139	2.0278951947759833	2.2121703830464594	3.003456176241946	2.7931112765398276	1.8832215179090053	1.0962353629678938	2.7079582547676484	1.9426970174266938	1.4061083325806465	0.9494717319129145	1.7857496520743097	2.1012602495171033	0.4885784438041939	0.69659051406633	2.526405983945643	0.0	1.508486395012905	1.5575473288024533	1.1072081677187056	0.9522339109309542	1.3140122264513567	1.4140731487956848	0.2692232543153191	0.9356011153138949	1.0145545651306187	1.2820616123991826	1.9373860315647444	1.4879221148246957	2.4421960368507682	0.5820303094136057	0.23232337549230875	0.7887982519246022	0.9795660042457488	1.8491785098639344	2.522836551738478	0.5636608241989117	1.057130494835036	2.385689813991956	0.5076498145397745	2.6560127115588004	0.4834253311103485	1.0385726454243407	1.9505044036020043	1.975485942811999	0.2939181443225993	1.1797483908811204	0.8171191601881184	1.3505894530664044	0.3039473424115596	0.9436121268690714	1.5650427349297065	2.0965941108880215	1.9108025708177188	0.6293422162611401	2.689080383416345	3.1318215358231973	2.74722818642062	2.5242689426242397	2.1632837920598798	1.2652919731208692	0.8399315456930015	0.995618058822719	1.2575214465510518	1.856788178843977	0.8005731112602233	0.5316951874312973	2.177619714942372	0.9542298682222312	1.1235010508323373	1.9334467632130532	0.7426604319807837	1.4012236952709645	1.3405280705504115	0.5247916826095129	1.2190570466930402	1.9288685610100267	1.6248797573622726	0.819339180759315	0.7646718782712018	1.1178398568849526	1.4565825392843412	1.7452378349015074	1.1563663342215666	1.1266043838911846	1.2403457329729388	0.6378469910923061	1.0706593802616298	1.0205517188799205	0.5536903971349059	1.0301614623015054	1.5379115861408144	0.5508015142398568	1.591838436557801	0.8868220897948828	0.5665365700913565	0.920784234617353	0.7906096267554619	0.6557366907999951	0.21769529536190932	0.7806506895978027	0.5363587711718051	0.7671923266144519	1.3810466570089182
s9466	2.9084812365170114	0.9220696009996806	3.1173368340246435	1.5984877896194511	1.09159958031592	3.2062471035600453	3.0852287831139593	2.874954338288014	4.055281736815115	1.580965692076163	1.567004720809208	2.435495271525309	2.685778288080572	1.0930029822574057	2.754449272095382	1.0895225570647755	2.0308096422910347	2.6401405435221528	0.788887597464281	3.0226350583330555	1.6019718526194526	3.838080971763276	3.6554680347122908	3.3674035685713393	1.243219280996801	1.6054738777028008	1.1730890083028171	0.6107849574506871	1.5968044897930556	1.476995381492514	1.3593628983126471	1.775506314478843	1.180168338693296	3.997116424961181	1.508486395012905	0.0	1.6138435276085772	0.7126181919319813	2.1153556259451127	2.2261377199340724	2.255133190887082	1.714327270459925	2.0527751129116423	1.8793829556664206	0.48830143204811904	1.461183421227746	1.0912304627230476	3.9373163082720404	1.0384104582951446	1.5088509806389612	0.7758403165169006	1.8453778046128515	2.8880091399778136	3.4640192729210932	1.7057187078980753	1.94255001019296	3.3133202562936375	1.1853231923322798	3.611197504351746	1.829704251562774	1.6913460944433767	2.3186299925125895	2.803038585797945	1.7738039157733068	1.846789135462083	1.6999838581402407	2.3725677055015177	1.7066441164112887	2.4413588361001555	3.0603382957011362	3.4209357773371263	2.8220474985913233	2.051399958377099	4.041466576291117	4.156057349893262	4.108078604115078	3.957199601980867	3.1649536913705494	2.6661262202956397	2.015397616473869	2.1032965228319074	1.4937918706236732	1.7289293560916943	2.178233940258393	1.8751805361509053	3.1748637908623043	1.690698377245682	0.9653600617889617	2.280250381311723	2.216476524974393	2.706844010311531	2.1307699934838555	1.3458846034742376	2.6123687173579366	3.0651354271566382	2.537883796351589	1.9618146736295041	1.8788745398160178	1.3151878661816936	2.8301923333650905	2.9886665368283	2.6118744388383344	0.7199267646513671	1.8664744284869352	1.8378763628510024	2.232793919266005	1.9650521999449118	1.7274784015110884	1.4993517092847393	2.4072524285654184	1.583201634945494	2.9005818365889504	1.8794801668537282	1.0157972749523365	2.370136046779346	1.16835138117158	1.843331787176796	1.6669356338580894	2.0559525384408683	1.8660212626253214	1.8513768167654436	2.639756226035356
