	s12903	m41	m25	m5	s62162	s62160	s19481	m34	m32	s12438	s401660	s401612	m3	m1	s402150	s401656	s39326	m40	m11	s16001	s62172	s62156	m7	s402124	s62152	s15965	m46	s7857	s401652	m39	s7863	m36	s62174	m45	s62166	s39314	s401632	s15987	s15981	m37	s401654	s62158	m2	s401622	m28	m21	m8	s401964	s401614	s402122	m9	s401954	s19501	m27	s62150	s401996	s19507	s19505	s62164	s402112	s401646	s401618	m6	m14	s138530	s401616	m18	s9450	m4	s12614	s402120	m17	m23	m35	s401620	s401974	m20	s402116	s62120	s39352	s401956	s62168	s9586	s401634	m31	s402006	s19594	m24	s9466	m44	s15947	m26	s62170	s401978	s12884	m43	s401972	m22	m29	m13	m33	m38	m15	m10	s62128	s15827	s15949	m16	s39300	s62154	m12	s402118	s15825	m19	s62134	s401650
m36	0.8543304372137229	3.237392633015623	1.8367573630964114	2.7360166901318856	2.172114064239524	3.2614795042646487	1.8432110391073324	2.654209535103059	3.3313683952239157	1.8905836522294026	1.9997495145935975	1.68388792145413	1.9665444670084764	2.6283958242722907	2.3155294076416375	0.8847064200926021	1.116305890163253	1.0282586290698852	2.0532271395778836	1.5118820479221942	2.310093159126874	2.9557063287673535	1.469130470663546	2.210946076332228	1.6573318316183714	0.5537624081579426	0.7483890742525346	1.3292124986345073	2.997438682357429	1.8393227627905457	1.5483543974993288	0.0	2.175410364481458	0.8008533969405421	2.782252468500528	0.718812573650901	1.8583357294990508	2.9658112014069546	2.356461366975662	1.0495241092355045	1.4151236941130156	2.334352880058456	1.5550377317504653	1.1151970587639117	0.5279021530971982	1.6342380394939158	0.5615533420062693	0.8668593063199659	2.3403367763637037	2.353629383006705	0.7510814622224762	0.41528958700292523	0.8091166952853474	1.2454218175254779	0.5774576080191375	1.5601126634249578	1.7770052670198926	2.29437248359675	2.5674603335358994	1.0878196606669612	1.4783123174211117	2.9465551864123367	1.1649938299277125	2.8488473933735	1.0528319267967725	2.580596330331935	0.7364357179405665	0.44226145755229096	0.7323058415333703	0.811698405838845	0.6421496519212956	0.6680827451276782	0.3670681172190021	1.286994282820101	1.3514843554538951	0.7577836065834986	1.9547172613440866	0.9758637807083729	1.7041721982348574	1.3402466441563703	2.038103555162146	1.5701520766348278	0.3573614545501172	1.2314008265934853	0.266099604447952	1.5903780444384386	1.2012828084570333	0.835334386487561	2.136508523811317	1.948487626077171	0.5524229967693212	1.0931359372391578	1.639273725275404	0.8738459956393279	1.2602263050816938	0.18910826638591474	0.7466603319846395	0.7617699213118855	0.9100471609888441	0.9991171678461258	1.6084086275856804	1.0091057173926299	1.8577474643637044	1.089003436533051	1.7961851633131238	0.8928398889406701	0.6526420850533496	0.9151898648898387	1.2623677195238387	0.5361124764924771	1.15839700779856	1.0661930569820388	1.5956995803589054	0.9358410259923804	1.0661930569820388	1.3197299151668662
s62174	2.916302706961832	3.314408721979064	3.8972636136098893	3.747647648635512	1.7679507799470477	2.5929022005984135	2.4939240897583828	4.516533891629667	4.269778552556467	2.815270681591527	1.535856246816182	3.6946635044883314	2.9578980662825356	3.929366758536779	1.0319205917521774	1.4154083914329647	1.2162200755350383	2.1845311464365516	1.848591581267944	3.436582559032295	0.14208358317930378	1.3881556312218322	3.358381265635744	0.6017287643206999	3.8258429069154762	1.6467249584072754	2.162573449608524	1.347030627278428	0.9201037011465074	2.7861122809953227	0.9828240295261813	2.175410364481458	0.0	1.9539784841159846	0.8011377137507207	2.386597850860651	0.882768910462519	3.378520953005842	1.4800022681276068	2.1745267558766574	3.1378057039166602	1.032988291938908	1.1050677286625836	3.0668778390594627	1.8260001968122992	2.9772907302657807	1.7016912600244947	2.8543433191572434	0.8940420679874923	2.1514337189863832	2.610686160898063	2.525074037257757	1.861961463385803	1.6252392255387518	2.352572897480052	1.5136613760425592	1.3899535578515927	3.378003284141606	0.7154180132677259	1.2109299133105267	3.548571859607992	1.1510795969476835	2.013664284871309	2.2466633197360233	1.7986047175140618	0.9739792333293935	2.6822577205745426	2.4733288992460576	1.5544240257347988	1.883885072541448	2.3977332105916624	2.2194805540821467	2.209239831601559	1.4365258898107036	1.1146236050339684	2.0556246188079035	1.162456799166771	1.6926144318198695	1.241835682680721	2.17719704598108	1.160230432713074	1.9926298420269974	2.093375469777104	1.639290501515414	2.1788711594750985	1.3360327208497778	1.969845863565878	2.112337991376949	1.0848218222148174	0.7862992892775847	2.2205274738707272	1.4313196052123365	1.8135999047087905	1.3470394921493385	1.6455305207096187	2.187769138827611	2.2570656114416012	2.3173955851142107	1.3086053069598231	1.7917957386863488	1.2217905496354249	1.5681733482903588	1.56265831184392	2.921210274739444	1.2536728396765753	1.5189708099428691	2.1079519588278606	1.9138102956399232	1.1791659068424183	1.9274782294422388	1.745064058725404	1.8348826898265451	0.9094439939572605	1.675746590430888	1.8348826898265453	1.4479408871554291
m45	1.5619277264567406	2.4516267911918463	1.9900071750261923	2.149627182420916	1.4414401055079757	2.5046952023839695	2.4993797067638357	3.3832519934721113	2.7317359210569716	2.5973301698502573	1.3176658380405777	2.343173788740733	1.3100504602753884	2.180512641510756	1.8288278423002753	1.1204728071440697	0.7464883992590055	1.6850934330877678	1.3243676539975167	1.4939782196791993	2.074014879366566	2.42660616389979	1.4288917982741518	1.928738626231036	2.200765981016943	0.7060655010385766	0.22184167568479582	1.2099188570638564	2.8549134557602804	2.5456368853253917	1.3397182279585513	0.8008533969405421	1.9539784841159846	0.0	2.6156082098364095	0.48091467402886295	1.9826105520153448	2.2528863475219554	2.6315804317783305	1.7117369362311474	1.2766356110149841	1.8602056089509573	1.0135128317559625	1.8659627501646037	1.0697753352319261	1.1418967745249575	0.9415350161828535	1.1625916243048702	1.9672688318131104	1.6465850634566945	1.5513782445128628	1.1572351895864759	1.0969287695869385	1.694300136446157	0.5407530541031802	1.1267852188374397	1.2080675398516358	1.7200345476581644	2.4850106174993734	1.1315895429931702	1.6972761942323826	2.6425346616324075	1.7859799695072547	2.1480301006058653	0.4322600382481913	2.6341937061936496	1.4793460339300408	1.236169764302065	0.6448598199818061	1.0077148323592022	0.827016427975369	1.413321358246566	1.0817491014377236	0.708937449717675	0.9627433712714967	0.478416366226252	2.1836724258031	0.3268148509984479	1.1888611068444126	0.6885998738694517	1.6374815916186425	0.9132194323506345	0.6780245641577832	0.7617197185379003	0.881534617963049	1.8971210214145147	0.538142409501644	0.451069000539281	2.305404171156106	1.66564047022833	0.9746251391343672	1.444633018001035	1.4590754170606843	1.0032668756662564	0.7382940701690514	0.7037615880269914	0.5439105597418051	1.505513050051307	0.9246031865651693	1.0457215130258923	1.8398019368859835	1.2858967443866833	1.432864735179339	1.144448384114328	2.0661769563305237	0.890055163378861	1.1297832730048023	0.8613389545606818	1.2384826015889674	0.598555339963829	1.119837242833422	1.2363277941355448	1.298121102491635	1.1925699187601466	1.2363277941355446	1.219013752701106
s62166	3.4281265334426063	3.803722900051034	4.520409256126409	4.2994581436499155	2.2415656139698563	2.8806741917016394	2.8456684823633847	5.032993222743738	4.822114866682769	3.2215243934942848	2.0178056204816937	4.291654427694084	3.5845191128498435	4.477544196912437	1.2798421358548344	2.050322977179395	1.8734059983885032	2.7270812273326244	2.320146026624283	4.0682633835699065	0.6934847073975074	1.404051162357884	3.9600146245203613	0.7648527609240874	4.4017356214515235	2.303120024252685	2.809897302346301	1.7103367892912003	0.43992810840077806	3.203054752175179	1.378640897354553	2.782252468500528	0.8011377137507207	2.6156082098364095	0.0	3.0111030830366685	1.1806798132815084	3.821055459213647	1.5868473830743064	2.699444237242731	3.68971217084774	1.248739448091477	1.7410949556896156	3.6327015150330104	2.412824792802757	3.5778275348346056	2.331974279334958	3.3880132288811677	0.9789703615980447	2.520934209797166	3.1413350167002014	3.0819755846998165	2.286067736582213	2.117235711622373	2.9580045197484655	1.9025279856879609	1.8297223056764504	3.939654390472425	0.9756571567019275	1.71182086784969	4.1261911134666684	0.6854195558836536	2.424669834017875	2.498449167641314	2.382445991774677	0.9396751167188965	3.280895518016022	3.0317823526294587	2.255937247354121	2.3183794959156065	2.9225235941804515	2.747295929518185	2.7360012317733458	2.0241889541046443	1.6826159235499876	2.612921068959756	1.407064435434243	2.327294810567364	1.6991946882287958	2.7241814431477995	1.379256525532253	2.484859014476569	2.6557030857123203	2.1377090045665805	2.7283213134139346	1.6124106704614298	2.535061008462841	2.677598162467359	1.1490852582121605	1.057039434285938	2.7082666935673476	1.899182092639972	2.035135490772849	1.9110491964974625	2.1582654345904593	2.7801690822607963	2.8197273760903268	2.781560978611871	1.8790571682122073	2.192163585431786	1.4687418457285994	1.965329779773768	1.830405318142113	3.4533449495613215	1.480309290503468	2.0119621256618383	2.5566704770289177	2.3642121069638082	1.5984992832852678	2.4813371473321117	2.1085602561048913	2.1832132898239425	1.3702532162436534	2.079077558155314	2.183213289823943	1.791029798650101
s39314	1.2555769508015904	2.61545852079587	1.5379137711525417	2.0172867169956623	1.8000227238806459	2.808830081303206	2.5595533178087777	3.101745875694447	2.614996169210893	2.604608893449259	1.700739208704249	2.0549688999546003	1.2723922234705574	1.931182166693797	2.2337799766663213	1.3873945038005941	1.1734984317838963	1.7348788609812076	1.6482855433869268	1.0578238202044414	2.508298386915918	2.838783536688635	0.9752691218889519	2.3249771909187613	1.791714009301104	0.9515345746338402	0.26289940484422514	1.4567712779875535	3.2681650548090584	2.552655797016163	1.6773402034618297	0.718812573650901	2.386597850860651	0.48091467402886295	3.0111030830366685	0.0	2.3046611767312233	2.2955001754525073	2.915582236853761	1.760993705767181	0.8493037862263589	2.260750570131137	1.4660874307613672	1.6410772635800088	1.1776454868138542	0.918018753464651	1.1219696232194458	0.7305296408386034	2.3554233613583424	1.9010105126694896	1.395013539588373	0.9261660964586236	1.138682794571514	1.883867878099415	0.1799882646355654	1.4048211128044141	1.5684869820599083	1.5757762530955388	2.903679241455026	1.412935807288643	1.2196076742889586	3.027069753406687	1.8535116477191549	2.4392513772499202	0.7390626238898768	3.001194214016461	1.3167832295884507	1.0625735445403104	0.9862001275671526	1.0434372128526828	0.5439521483363797	1.383796899740378	0.982203494146013	1.1116391841210211	1.360166048125722	0.48204432210083664	2.4759720768862343	0.7510450818939426	1.5656672946322372	0.7923145154817248	1.98267433957218	1.1201801087062169	0.5995020233771621	1.033199497483246	0.7682690365736808	2.1254868414801473	0.753781819742567	0.4365558163928145	2.607517825878891	2.037742407096383	0.8335558584073988	1.6506449857833942	1.5925771088176588	1.268906916522897	1.0281088961474307	0.5773916083003202	0.34059472966890214	1.4268990109754434	1.2185231198909907	1.1322310562802504	2.0841548746762775	1.4346625941231157	1.6966648799400448	0.6960243948503718	2.3235036176279262	1.1028879729875436	1.0637985496323674	0.908496833327572	1.5162262935785933	0.6458198763014982	1.234630509730385	1.2972705775867004	1.6727641327744747	1.3062871334151935	1.2972705775867002	1.4347828445745896
s401632	2.431022296938939	3.8867368830024773	3.6900691378647434	4.018466498759215	2.3288886549977668	3.29204183192408	1.6882930227991664	3.873855112813935	4.595656723266681	2.0502826501406806	2.065559275537432	3.187682156774447	3.211553068981065	4.083626565148051	1.673582882771577	1.0602638245424527	1.3281995058808025	1.5730436971169595	2.3380420663518597	3.316348802806607	0.9700567358336456	2.1499615069260845	3.2395459862378257	1.1189441725116025	3.395208217516322	1.4286105318737405	2.1442746879731414	1.2420944259116893	1.2900182160800049	2.0290661751673413	1.055908709726778	1.8583357294990508	0.882768910462519	1.9826105520153448	1.1806798132815084	2.3046611767312233	0.0	3.808399211938709	0.7708230061732807	1.5405063302797366	3.0507515773110407	1.6637423481128932	1.511616386239695	2.5299205934183226	1.3891674934463174	3.0816703170530513	1.3556701131827702	2.579377496909848	1.4496858757133682	2.6412078783754707	2.058985801312712	2.110024170547657	1.4879018515926394	0.9505460895627744	2.2096555823753206	1.7022599870195854	1.7864413205196787	3.600726014178978	0.9728376335686246	0.9366268616659897	3.3014146839141914	1.6742579157409947	1.2788533845014913	2.8570933401575282	1.8973226375403207	0.7536093603118048	2.208029125363989	2.0155781538391713	1.4563048199279414	1.5751389682253043	2.16512338975643	1.6547916725483227	1.7709832688657277	1.6615511633164128	1.3112710805567385	1.9755324277059574	0.3345476179860519	1.792161929209596	1.6149993671700211	2.331102215258656	1.5446414633080439	2.239886312873555	1.8357263196192057	1.7466184166291123	1.827622706677915	0.5119265501328709	2.1089686010711195	2.0710351815013577	0.3452894710331502	1.1273505005187945	1.8754304019197414	0.8190082881890526	1.7677156786994488	1.0409873357855461	1.7870128994093477	1.9128027738132356	2.155114749234369	1.7196485952251774	1.0950477562185505	1.5540195407259727	0.48018727874300804	1.1002402652022016	1.8092428026546419	2.739283245425765	0.374435286063635	1.3142152428226692	1.6850547665610547	1.7459408773776814	0.9676102199396743	1.7303406404707948	1.5610966683910459	1.4987057786036289	1.1315527574430528	1.2679825464309789	1.498705778603629	1.320166352274174
s15987	3.455134706136181	0.8558753276959639	2.9940541086254817	0.9781826012472479	1.6330559821332076	1.542425758598932	4.709595939116203	5.296484629113735	1.2147334184036396	4.830740574105322	1.8456353271981576	4.2421137195916145	1.2637508450428685	1.4314110350566893	2.5503434817820563	3.2816550042224093	2.566844562337978	3.9287619460154253	1.5313168398463535	2.5050853780684097	3.4232357091941448	2.7529304132306014	2.3846932514634687	3.088068706709842	3.7831032500654698	2.9240386047224463	2.242767875409767	2.744872507694281	4.134517146012984	4.780381576271895	2.8097074512352838	2.9658112014069546	3.378520953005842	2.2528863475219554	3.821055459213647	2.2955001754525073	3.808399211938709	0.0	4.566295599554634	3.949447939084676	2.1257460160769317	2.5821794934085194	2.3537535858743066	3.9224260216281697	3.2878287767882495	1.5743518547641209	3.168462354679228	2.7203092809419886	2.857388972479431	1.3089549830610838	3.6717096046226616	3.189438791375391	2.962642112758726	3.8635088459040405	2.433758697758423	2.194119398717456	2.064416728171522	1.0608832256421548	4.058191655456385	3.0216610720258257	2.8735943560921875	3.4340998660822044	3.9418726169354588	1.5390389722601439	2.0723682920939357	4.304962390208116	3.6107823074513825	3.3368750284241027	2.82488178855483	2.818488121214122	2.5702141652457926	3.6037152238795067	3.1704166506775002	2.173749930908296	2.500034766613159	2.2852473483191664	4.104072615737461	2.2057633577153433	2.228086917434797	1.6698296905607495	2.521232575639234	1.6163452563705114	2.7218789714348257	2.1482491919275915	2.9501470561974052	3.8472807175433243	1.8589240660494617	2.176118251858929	4.093045214494147	2.8813088473504522	2.8682244221353765	3.518775316620401	2.5202407670986235	3.0444325048110596	2.087775209018035	2.8070845679405276	2.275161228213696	3.609570240565385	2.910846518185404	2.7109045397122027	3.7016399479023643	3.1990740300294185	2.211134027038908	2.4105155809554235	3.9883089805070155	2.7542607570741677	3.056692876183832	2.5078947756423537	2.964940171378793	2.6033606659694697	2.648837634859312	2.9155856558917685	2.706372307152058	3.067563637692958	2.915585655891768	2.727264651483398
s15981	2.798312337507827	4.619799066514672	4.175525692740558	4.7320677581874335	3.0790332952335935	4.02313771748294	1.4683688564777846	3.881950117732959	5.310725876249003	1.8533380623549947	2.820194041561174	3.3721853530875556	3.901047608667801	4.772369907755313	2.394594043200309	1.563741296782409	2.039913275341813	1.729556220264875	3.097314176674742	3.863641364003186	1.535411333922152	2.795907668219248	3.8099289767623095	1.8080057404852063	3.7212695678718184	1.9907386815024426	2.7767299977293716	1.972922862517593	1.5167353513488162	1.8505860841032036	1.8225951903100064	2.356461366975662	1.4800022681276068	2.6315804317783305	1.5868473830743064	2.915582236853761	0.7708230061732807	4.566295599554634	0.0	1.6899721184196679	3.6683412311191725	2.38248161085438	2.2496563519133197	2.7496564667288235	1.8347869839247994	3.7522277643836373	1.8454404257064279	3.114048317563655	2.1478590419113144	3.408844332689617	2.3441828942701934	2.540770539534667	2.077239477079139	1.1640666123077792	2.8057335425605334	2.4658824531636547	2.555319473783148	4.307435679817883	1.154388742336549	1.6305680476570479	3.801799665046609	2.2108050887318913	1.4592321969897974	3.6090849411933728	2.6105158384138507	0.7356450993921965	2.5003881089133992	2.4044481975496192	2.0400321337319443	2.192353152573187	2.7537772290924565	1.9644556674790667	2.2328880963364046	2.403904319892021	2.0672106782631627	2.6377725749620993	0.4706233945714097	2.4884582794720123	2.3838135229124426	3.053814225128371	2.297060337966191	2.9921150900078204	2.413405138509054	2.4890563763110674	2.346294646014895	0.9046614718006469	2.8297168742257663	2.740575921615034	0.5933098902581241	1.8729143281421134	2.4267849718773755	1.2983020222285653	2.4771764972062127	1.6738563850093409	2.531598173823409	2.452846794566317	2.7964258612459463	2.043524333971048	1.7657473880310313	2.21397828892282	1.0245360287082963	1.687470291326491	2.570850273674723	3.326089846183846	0.6836470719640108	1.9937685918742327	2.2107813614196012	2.41499700766816	1.6934477001236197	2.355663080028619	2.245095278159045	2.1191028705254142	1.9022428600251289	1.8677483145712215	2.1191028705254147	2.0393649927778683
m37	1.2781018324214988	4.13710473161347	2.63370842711929	3.772403589782263	2.889561700249157	3.9964205252363283	0.8260141655168631	2.3577678972970846	4.358502649234913	0.8903798261674467	2.669605061413298	1.6912657519028684	2.9627504252084766	3.672438869767751	2.7223588715550133	0.8784262555848025	1.6333497224241702	0.07509772126451579	2.82012672728736	2.4406908309663304	2.3082338404753258	3.3306874125990005	2.436900954781484	2.3856443965971015	2.068550415657836	1.062996020866288	1.7389938078769105	1.7598719438383996	2.80374999657934	0.8402239285782371	1.8742929848437393	1.0495241092355045	2.1745267558766574	1.7117369362311474	2.699444237242731	1.760993705767181	1.5405063302797366	3.949447939084676	1.6899721184196679	0.0	2.433813736826951	2.731635265724936	2.080124541241495	1.0688446200966168	0.6730975268980159	2.6757185062168722	0.8137391422574753	1.7793223730092533	2.634985591748527	3.1568705838677364	0.7406976909788675	1.079431815789139	1.3042676940579685	0.5977890280861805	1.6263585809217178	2.2113950944119085	2.410969237648538	3.3335215879136775	2.277252526883553	1.32700722004475	2.3137411320758807	3.0843041508758344	0.4892566813315071	3.577118043547141	1.9145744426447022	2.1651570546354275	0.8417061794227253	0.8946625600045152	1.2310496460164293	1.41779103873684	1.6085234252154048	0.46472252823229465	0.9426173388561931	1.979006635244385	1.8540541909528432	1.7142815863834384	1.4459570421910566	1.787237630083563	2.2803859636119497	2.29811022527904	2.4826195036504966	2.4452583620301223	1.3009858487864394	1.9880051362063413	1.1185639961972214	1.1944523744080124	2.114460437649247	1.8140419086114707	1.7251802765200026	2.21803967196477	1.3251245068464665	0.8656488837243269	2.2155660744875973	1.1292963824671982	2.029938368621184	1.2179410851381849	1.7611708044667536	0.6919127426583892	1.2678892712637215	1.597631421541177	1.352767182926868	1.1889294136355746	2.4681527629732605	2.072516212334092	1.3411839942322945	1.423136908244364	1.1935991193561646	1.6758416681113988	1.5359723148196642	1.4040603671651102	1.744090674462496	1.5360836122710086	1.9591491233956673	1.2681447299313555	1.536083612271009	1.7791443233024888
s401654	1.4934001364192115	2.659808843582605	1.1054253828922451	1.6214087520120501	2.2347407299090736	3.0608899430911096	3.188614901359701	3.2392501641481135	2.2092539473988113	3.194042274176289	2.199255704959164	2.254628058269061	1.2545235208216488	1.3331521846219503	2.8011079557167475	2.1940840829222483	1.9368147956022341	2.4146133861395556	2.042368153070813	0.6736492516572739	3.248595248534631	3.369100779561391	0.4377744109143294	2.971476933461021	1.693516377666984	1.7711119464254885	1.0709888012097266	2.0318861757543387	3.993236023614629	3.14506434376952	2.3152388504493837	1.4151236941130156	3.1378057039166602	1.2766356110149841	3.68971217084774	0.8493037862263589	3.0507515773110407	2.1257460160769317	3.6683412311191725	2.433813736826951	0.0	2.823965966991504	2.15544696304735	2.0092759381209073	1.919643230053643	0.6933526895334585	1.9128650308950597	0.7421489700452176	2.9385200527196584	2.147416646454987	1.877509528342536	1.3955927595253124	1.681960912937383	2.632892283531445	0.9007337866918008	1.8853205986795547	2.0877088796973355	1.2232941284670822	3.701553094937911	2.1238414975974313	0.7895776530462408	3.605184002305222	2.49137765793993	2.699399748869769	1.364672616075113	3.766667223418089	1.8292456331896332	1.581450821525596	1.8291395912721473	1.569949510599389	0.9376876571090855	2.0008255328179865	1.5561593121750352	1.7605157863193601	2.0436830983003302	1.0969357651463554	3.226701011701451	1.477298223867597	2.1338969012778746	1.1332804524641682	2.505901281177441	1.4659217161115574	1.2593279526507273	1.5781071164056475	1.3746219004598037	2.8205564969185994	1.255948056670945	1.0268849639957387	3.3273120323291834	2.6603957560286124	1.3089577024345904	2.374771213048435	1.9323619806122172	2.0216717476540875	1.5752338612102479	1.2618617535240093	0.9022557266977798	1.9527382324323928	1.9662068131132124	1.6324159792130961	2.7638805507273907	2.0577122456289882	2.1079307469837523	0.4198269572741052	3.0376550416956416	1.7596799400184615	1.5630997618336928	1.3940854456933731	2.1737663465161825	1.3223908855877857	1.7043580965742466	1.7707535771425738	2.3262132527114017	1.8939953881769955	1.7707535771425733	1.9767715499290546
s62158	3.0582940169120865	2.5937571924705476	3.7791949728515672	3.1353594091192605	1.0395745615519085	1.7141421995873682	3.197062388720335	4.925570485993352	3.628605799497862	3.4971914794432513	0.8434160766827206	4.009366488405595	2.507222414460951	3.370078954820188	0.054590096835908784	1.896280820729571	1.2657950325925824	2.740930319998141	1.1187002854324113	3.2637568630754155	1.0121333421429088	0.6439402127184417	3.1366397418169623	0.5977040256803426	3.931850042650761	1.902567612410118	2.048171410561177	1.2227659522869214	1.581127204960341	3.462226879684293	0.9266470113728323	2.334352880058456	1.032988291938908	1.8602056089509573	1.248739448091477	2.260750570131137	1.6637423481128932	2.5821794934085194	2.38248161085438	2.731635265724936	2.823965966991504	0.0	0.9072793123205577	3.3996884367209304	2.187612302096516	2.5762893709969834	2.059001703675417	2.7490318713865065	0.32001926729545616	1.2797666080984997	2.928130746128428	2.677452581763947	1.9047260588813137	2.2835941088963314	2.2647637057121903	0.9928017991420538	0.7440008198509871	2.8155787137093253	1.7195428874804954	1.4475325598257134	3.419854491836473	0.9196128773076012	2.536097518166232	1.278427203255912	1.5277812153936658	1.9064774808835192	3.0084591322970837	2.6999191512064344	1.8032737717473841	1.8544073462751658	2.284680947348036	2.601001285756688	2.388569742491013	1.1559652565774032	0.9844789754015644	1.8731648398971017	1.996409297652497	1.5363192075338148	0.7006391802370096	1.730829293095001	0.4606561305922192	1.418573304183728	2.113396741413766	1.2812335163177868	2.2811027134412196	1.944932635922962	1.5964973549753818	1.889786825306077	1.8557618215259157	0.603581383601562	2.2238293797428734	1.9287711944538524	1.3729898125455702	1.6367574248578236	1.268460574490875	2.2618593842878787	2.0707677731074194	2.6282311511029115	1.519423041418568	1.6751827506829031	1.754626926592517	1.776372052325873	0.8726515295271915	2.699316227913622	1.9599799280117145	1.5376993310118052	2.1836146715036127	1.730864879968371	1.2986283286973574	1.8975714587090522	1.5537889955767095	1.7825022162495787	0.7946868780772915	1.7885336162113332	1.782502216249579	1.2895285861390073
m2	2.3591512552096083	2.3771971792491984	2.994992799108153	2.645623713660875	0.873945050013104	1.944158275323397	2.70185233856003	4.17699316523132	3.1787215759730922	2.9261321848155295	0.6372681188939294	3.203978588762504	1.8613455206155294	2.830781646062147	0.8695723098677224	1.2159919008159552	0.4649827460352808	2.0712575215144327	0.8834355936729608	2.4832702356569007	1.1929229933171357	1.45276491489141	2.3941132450664373	1.0323838959869454	3.1540921892997846	1.1101115604844576	1.2239081131212122	0.9351514311372625	1.9879073445462851	2.882450184175405	0.7500724744074508	1.5550377317504653	1.1050677286625836	1.0135128317559625	1.7410949556896156	1.4660874307613672	1.511616386239695	2.3537535858743066	2.2496563519133197	2.080124541241495	2.15544696304735	0.9072793123205577	0.0	2.637412568825176	1.478069601383936	1.8998417010805073	1.3124711689854696	2.052718285123275	1.042555486073094	1.2607440234575524	2.218865961291084	1.9414200819246472	1.3896624376489397	1.7501986602224857	1.4871033959004913	0.7432095334108965	0.5338000267247656	2.273736135500131	1.7550989644353991	0.9583121066907054	2.677601525460275	1.709059059987622	2.0132416568267133	1.5673962242716213	0.7976339114667962	1.986883417617791	2.227076850817581	1.9647488161111286	0.9646665836351282	1.328557748731144	1.609262097999161	1.9231036266272659	1.703680281570327	0.411670530384092	0.37410312460223927	1.1703631156721035	1.8064784277149077	0.7154620627531983	0.4427766620115964	1.1145125962646638	0.8502684055945606	0.9481147407867632	1.3901221771483494	0.7261004358388509	1.5696794221133499	1.6763930837213092	0.9237999528381757	1.1808290456069184	1.8211567383935165	0.8475638314192863	1.5929006419819038	1.4372125870383698	1.2859690522747234	1.0230170623418007	0.6897581019178431	1.496562147583534	1.3587718338273096	2.009835024312496	0.8941394942990312	1.222992126052884	1.5465016362530244	1.335723941033764	0.9346764114448814	2.0268219441890123	1.7559150650161488	0.9752509045333237	1.6070069996414653	1.197622188218765	0.9452230598201287	1.1948372598739216	1.1797751245669366	1.388092972530427	0.5826264066111059	1.324956517598597	1.388092972530427	1.0095961050149034
s401622	0.696299395609101	4.222130140391929	1.8126053406890432	3.495756204776873	3.2807340069429656	4.363664326203924	1.6080518370637733	1.542664239429212	4.053904739215298	1.4144628327537652	3.112536962568163	0.6781196073098636	2.814945368833457	3.2629111328726075	3.384568409310691	1.6566893860509944	2.183413753764647	1.044013633759605	3.1614720514306502	1.8207564927383633	3.2053111662112377	4.025003696929011	1.864541029763318	3.1841289873908294	1.041945203752227	1.5408482200929006	1.7648055603433102	2.318780904334444	3.7904027041402104	1.369326199796417	2.548265570251912	1.1151970587639117	3.0668778390594627	1.8659627501646037	3.6327015150330104	1.6410772635800088	2.5299205934183226	3.9224260216281697	2.7496564667288235	1.0688446200966168	2.0092759381209073	3.3996884367209304	2.637412568825176	0.0	1.2522555173592567	2.4178624867197613	1.3927494063864225	1.357117512324569	3.363917883483111	3.453359097388356	0.5258012459397758	0.8283581603378082	1.6712556743989289	1.6363487039125648	1.5169250597796127	2.6430725887688995	2.885245601477495	3.0830908287080443	3.281827608653826	2.0183040109852195	1.5709260967695562	3.90771977348015	1.3603506296222643	3.9595045941742666	2.159272220600755	3.2064424156840974	0.42239945443369786	0.7297051833154283	1.7161571859869653	1.730811343613133	1.5005473853600426	0.8907451698813428	1.06598196694773	2.399225267197155	2.426238743632394	1.8181384916597843	2.4842255462123792	2.084002097463348	2.802836442658879	2.387589264597713	3.094324714898376	2.6561023017941108	1.403099718661833	2.3317040656276733	1.194681439088317	2.1467140800064475	2.2849780101629467	1.8840164874482113	2.732093321377344	2.948020575210159	1.3856901700516262	1.7412897998859103	2.6030301657391965	1.7995393754657336	2.366506817748219	1.2439375119722709	1.7391539678060124	0.9571460125738205	1.8935156380541824	1.950942884822273	2.258293022087702	1.8087542834865358	2.9253268426114483	1.683460959430923	2.337047524741177	1.9081830820081203	1.4063144022905947	1.9176119039647928	2.2059990543605315	1.611888808077812	2.121370563553468	1.922355266790026	2.625705814904026	1.7805436595404711	1.922355266790026	2.300390858919734
